iter,lower_bound_batch_avg
1,85992.32131889393
2,163373.68871662527
3,148040.9769534979
4,153785.9528203403
5,150462.7196481962
6,183050.23249383795
7,140551.10897530313
8,151999.71184163803
9,140675.59343756348
10,138395.2130391628
11,143893.65947705013
12,139666.13879538624
13,144716.8334537407
14,153704.5698666101
15,134608.39837181277
16,163422.20080737394
17,156940.02503101423
18,161353.52066791084
19,146198.21843907802
20,144581.42289421157
21,150718.46390312404
22,170777.06375656184
23,151598.68459804537
24,141399.26779490657
25,142355.6804651809
26,132207.4406750293
27,137182.54613809066
28,139791.36101579975
29,132916.08917074988
30,131310.73142715698
31,140793.1815828632
32,129631.23148999813
33,153007.60658232227
34,176135.12415187497
35,163231.326954938
36,134757.27473929734
37,141110.28211682837
38,128959.71394068887
39,150895.5888046422
40,148033.70198272498
41,191195.8954026166
42,138331.34770058692
43,142041.11329027318
44,130172.4996348069
45,141314.79023579566
46,146085.26542443444
47,163219.3130346496
48,168642.5520605502
49,136239.36616364156
50,190839.76530751825
51,200761.31331760497
52,174439.16916405188
53,158510.91419221237
54,159431.30281318887
55,143100.4427050317
56,166109.33533062343
57,164443.5353685039
58,194319.9174797788
59,143196.7028240476
60,170991.91735770463
61,163447.28851060112
62,171990.08037976714
63,140663.26270369365
64,144654.85238858883
65,139132.99472401378
66,161528.41039110196
67,142324.4153579117
68,153856.3675579221
69,138912.1497804799
70,154693.54924041225
71,177957.397430073
72,180210.0038141796
73,140688.88739133632
74,158984.2885890079
75,178330.41853092588
76,142910.3866588244
77,142285.90080908418
78,151688.19800037137
79,147265.43577162278
80,136900.87942073966
81,158651.1633713271
82,138385.2845676952
83,148597.47138445886
84,131633.333602236
85,142806.8417386326
86,153275.06806730508
87,167642.92885648663
88,159819.1942762346
89,156185.99554878674
90,188381.2097252807
91,135827.29906688293
92,143962.42335114084
93,132287.0370916381
94,153369.64506382344
95,172437.32616816292
96,150363.03828676173
97,135823.79023602296
98,163941.6336067989
99,139150.84583112595
100,136677.75155450765
101,143290.41383531137
102,130122.4945458896
103,170603.5891426782
104,157349.14894990384
105,131368.63158205664
106,143246.30578026612
107,152296.25462760613
108,143929.8469107728
109,134200.05374403
110,144467.63717323323
111,161751.70758464382
112,139889.02536651667
113,149679.26404615684
114,148344.86873022365
115,143963.26116610115
116,144831.9654104686
117,151634.91189287062
118,175624.70945199562
119,132458.88621539378
120,131570.0068377847
121,172429.54537413857
122,141280.07501094218
123,133301.58140947844
124,130276.09468764559
125,164923.24901794695
126,147287.3633172086
127,149000.740838988
128,150573.02139099923
129,157821.7260712977
130,130750.16860862434
131,154154.80655599997
132,127823.61621616816
133,204538.16964640867
134,216145.22665520123
135,139095.01349863544
136,134477.75819585723
137,164979.84980075905
138,186165.62670517978
139,179655.06215619383
140,132747.39672361506
141,127971.12525538691
142,174623.46611474943
143,133608.61133849775
144,145001.72668513536
145,145871.1788159648
146,141634.9748076953
147,129974.32561473992
148,132726.88456565732
149,161527.72860550397
150,147100.5516500194
151,153759.57651743718
152,142681.8677402045
153,131995.26934825728
154,156720.234787273
155,149378.33601139105
156,161508.34436122497
157,154688.18044170694
158,140903.10223588778
159,157738.93081356678
160,140902.38455198056
161,132971.07774488436
162,168054.2191009752
163,140737.84433395718
164,133987.15235066772
165,157051.2681291859
166,140251.47736885084
167,148160.09021526153
168,170353.42249875402
169,162554.15905882447
170,135841.09288819617
171,155575.06313303323
172,133912.47168612803
173,144740.40070307083
174,144326.05657048657
175,160722.9924628294
176,131100.71355090966
177,144774.08804480324
178,159221.61000168504
179,146297.4413127433
180,156474.3056813219
181,167281.0054377258
