t,last5_index,Vhat
1,1,3906.523761180314
2,1,4199.486579167678
3,1,4036.345724097436
4,1,3475.7743494783017
5,1,3015.913807946011
6,1,4690.457236908682
7,1,2402.508195493802
8,1,1858.8910150294444
9,1,1832.1696709478565
10,1,1797.4335334500365
11,1,1818.7583695465369
12,1,2175.438027084898
13,1,2436.420456891114
14,1,2199.5061366583614
15,1,2872.068028798338
16,1,2882.9945383955173
17,1,3256.03968099265
18,1,3311.9039655432016
19,1,2759.2327882283444
20,1,2616.7835560521657
21,1,2498.5125558581094
22,1,2547.0017846145047
23,1,2433.5640928138446
24,1,2642.8402757247627
25,1,3269.6209508928996
26,1,3542.4887394977604
27,1,3949.4173195685
28,1,3354.4737921514757
29,1,3216.8650989188177
30,1,2706.866681627619
31,1,2475.0862543325075
32,1,2055.085596106666
33,1,1795.825838496664
34,1,1022.0647344483023
35,1,2800.6518097895428
36,1,3207.2738915320215
37,1,3286.7037746490273
38,1,3070.213292139432
39,1,2945.0641394280174
40,1,2876.269207909845
41,1,3133.732046821823
42,1,2844.4178910067676
43,1,2516.502090743323
44,1,2342.2786985642465
45,1,1953.8361933684796
46,1,1849.136022618862
47,1,806.6769133799882
1,2,4317.420727985156
2,2,4753.117953741517
3,2,4722.9365609566385
4,2,4280.493769324767
5,2,3111.7637296428397
6,2,2509.5987510712926
7,2,2181.009434866005
8,2,1609.4323164004086
9,2,1494.8774628813078
10,2,1254.4441340808125
11,2,1749.2238775908502
12,2,2257.897922590124
13,2,3308.7610447384977
14,2,4743.581763650184
15,2,5648.692726749928
16,2,6362.364733075314
17,2,6510.415360820147
18,2,6798.242296616965
19,2,6210.046788371032
20,2,6108.375446492353
21,2,5526.692185408179
22,2,4937.15865260172
23,2,4869.733941320501
24,2,5029.079417221953
25,2,5653.709373541557
26,2,5859.15136964349
27,2,5903.2508567783625
28,2,4869.920688264834
29,2,4073.0251401064206
30,2,3091.076433918413
31,2,3167.8191898367095
32,2,2650.2789029616897
33,2,2277.0109205675567
34,2,1910.2310747693746
35,2,1936.3990647821379
36,2,2179.240006674476
37,2,1958.1561447557883
38,2,3356.9645953708105
39,2,2611.066804294537
40,2,2620.469958062719
41,2,2696.459911790325
42,2,2784.702139357908
43,2,2461.5480210262313
44,2,2712.0402176003836
45,2,2416.1824631399177
46,2,2414.392984584877
47,2,806.6769133799882
1,3,4106.412867377256
2,3,4314.404094543303
3,3,4321.002111002613
4,3,3367.731454318986
5,3,2554.0088460357647
6,3,2322.5641981979097
7,3,2019.3457838902011
8,3,1846.0214242421134
9,3,1599.3855216574693
10,3,1642.5538523334858
11,3,1916.0812930945135
12,3,1420.619670530794
13,3,1490.2394597565042
14,3,1707.672667165129
15,3,2439.0813103852624
16,3,3313.0531244860513
17,3,3163.180666353525
18,3,3385.856670339931
19,3,2995.3173381304764
20,3,3270.6796380185015
21,3,3074.5618195121833
22,3,3384.502702917798
23,3,3246.0422634492247
24,3,3249.854301102285
25,3,3370.3542032067744
26,3,3323.8585707451675
27,3,3184.993037854988
28,3,2643.894785275384
29,3,2237.225301167855
30,3,2055.5990630661267
31,3,1958.3264057497847
32,3,1862.1880713047385
33,3,1912.5549018347656
34,3,1518.9061420376845
35,3,1666.5368134554788
36,3,2047.8948789275948
37,3,1648.53847175614
38,3,2338.4500325083936
39,3,2703.7474095606185
40,3,2798.260730044683
41,3,3008.0563799371766
42,3,2921.8585439395424
43,3,2857.2980105813185
44,3,2812.3259693020786
45,3,2964.820864283844
46,3,2705.2063872154945
47,3,806.6769133799882
1,4,4119.157164388846
2,4,4513.896868836215
3,4,4662.3596811394245
4,4,4417.351794315123
5,4,3336.900355177919
6,4,2786.30534056102
7,4,2316.271699820417
8,4,1941.586597847176
9,4,1519.2917626213443
10,4,1693.2232214776727
11,4,1380.541675970319
12,4,1336.1955802586203
13,4,2175.50776534879
14,4,2543.4160464272904
15,4,2912.289706510288
16,4,2863.2859868158976
17,4,2835.8667803104954
18,4,4334.243016432971
19,4,4074.71964741003
20,4,2786.629267366163
21,4,2593.637640243197
22,4,2331.2968383943225
23,4,2382.341561591364
24,4,2775.3487675940396
25,4,2840.4546367586263
26,4,2724.326334271799
27,4,3381.6547988588172
28,4,2919.132994660549
29,4,2689.426198448078
30,4,2350.276424043399
31,4,2143.052890321007
32,4,1788.6538372745545
33,4,1932.469447570735
34,4,1921.5780487696097
35,4,1823.667101953369
