iter,lower_bound_batch_avg
1,87757.53437621336
2,150541.5230830196
3,146013.8364528987
4,149502.9020012366
5,143405.40375654292
6,146054.4823548972
7,179707.9382389795
8,237054.05279200344
9,142677.47081867867
10,154682.21295040616
11,168175.08911978998
12,144334.2103060969
13,164747.880753137
14,146784.66136162353
15,160206.91641528657
16,162763.08107431605
17,170153.78142655897
18,169470.28087840584
19,163366.4389662407
20,219856.88064891117
21,166627.51577374106
22,148921.13455487945
23,155161.79207978267
24,159186.51290589676
25,142466.7630798061
26,171928.29397040838
27,153936.7635128874
28,155712.9422499263
29,168951.927191531
30,164397.14031420494
31,134554.8077401934
32,157598.19182888782
33,221601.9353403498
34,158388.29242030377
35,143203.88423472125
36,148239.33843272255
37,144465.9049683611
38,190930.80963989315
39,140350.74634392693
40,146757.41208141885
41,238626.65208034604
42,153688.44680642584
43,151447.17815859083
44,163371.0311393737
45,154209.51945152064
46,191834.84089452017
47,162250.23152699033
48,149166.698668272
49,173202.48366606413
50,164258.83068373063
51,144515.50634953275
52,138165.54823857755
53,158335.65182428167
54,147493.26650000323
55,148486.87510754968
56,167472.56852629787
57,164478.5166037341
58,169533.44086970098
59,165527.4165287826
60,182678.28334400847
61,182055.80771991334
62,160314.7448838153
63,178368.73391398517
64,152219.4912463379
65,169611.88649380245
66,166622.07721222492
67,187105.93743381125
68,165481.75634957288
69,174259.29556102626
70,187327.69020944304
71,142406.8992547663
72,170874.8112085823
73,147216.8745193007
74,170684.27719112532
75,148608.2059812526
76,142530.67429694865
77,159390.02721590523
78,192055.10891574522
79,158607.70333699364
80,148176.83039880404
81,179641.72060658765
82,156423.597765124
83,215325.30736599653
84,138201.54653758946
85,165371.05100820854
86,154220.18566375572
87,145645.74865645877
88,149006.64121128607
89,154005.17910208355
90,151565.44022312236
91,158908.1061993583
92,154803.9355476094
93,134463.55625356827
94,161697.60043333782
95,168278.3521368541
96,224983.8873644284
97,141971.35162483298
98,153603.45503821783
99,151218.27535344785
100,146735.16267536144
101,147324.11750064316
102,148829.0980852875
103,157820.88274644167
104,160353.08349157666
105,150352.09351717067
106,157677.0999379474
107,156301.83744334494
108,170352.1092992234
109,147104.01610234205
110,180108.25288126827
111,190753.49496138713
112,168615.4204844609
113,144838.96865244198
114,183148.44654432195
115,150207.12631979043
116,170440.7241383163
117,185769.9165774347
118,197103.52236467245
119,148758.82408013224
120,157288.94126701946
121,196417.8418015631
122,219014.9059435249
123,148146.96274954372
124,157606.7938684391
125,142625.6098252934
126,145465.12048644974
127,150316.70787425328
128,155280.73843123135
129,141236.2206104822
130,139413.1290811829
131,143219.62245051333
132,202729.9197216486
133,147836.2366523872
134,147500.7126700778
135,156647.55536749066
136,146071.92044242134
137,146613.7788844108
138,158385.96558393468
139,148348.35514619795
140,136322.6863214352
141,163694.9629038592
142,161332.76659304378
143,165905.10104093785
144,152557.2548855104
145,156124.63000600212
146,144286.8749895524
147,156049.60937915082
148,154526.8547425547
149,139011.07732620285
150,198988.25669387955
151,185338.53205818956
152,138667.2893154461
153,206080.24077471334
154,143651.96908729413
155,154917.65231268102
156,138531.0084227451
157,170155.47309856268
158,141474.81077792062
159,150333.5636401856
160,157560.3319869964
161,175571.78065050812
162,167390.13479567142
163,176777.58390783303
164,138775.09289549795
165,167425.29743270273
166,140289.09024524616
167,136005.0243034713
168,150051.17894833215
169,149082.5075558083
170,162295.73765024883
171,170095.01807203382
172,176623.87616425034
173,138644.2117801865
174,146225.65248322726
175,161594.2392202724
176,141143.87641209335
177,154792.74838191475
178,170277.0032019571
179,147455.00410699565
180,172598.44490782704
181,134358.394742695
182,140479.1802941833
183,139914.9023365219
184,135658.00890102342
185,197562.12301627197
186,176610.0632111128
187,156639.59681139636
188,141801.60492318054
189,153607.16449264315
190,141651.16932491708
191,152578.20977024472
192,150045.85891668661
193,154651.01452771857
194,159862.1251186193
195,155339.7612543733
196,159594.16690512822
197,173334.00878528398
198,143405.26358701396
199,163212.33740475445
200,149101.86091635603
201,181344.2013888487
202,162965.4533927141
203,146364.1891904949
204,174878.02168369023
205,191835.86248687678
206,221355.32319140882
207,131919.64118144877
208,156083.94726050814
209,156788.25986893906
210,153252.3024517966
211,157535.7585959756
212,174533.9031767343
213,167166.28558802724
214,141076.21198327822
215,231962.18632028703
216,155490.58766146336
217,166675.2647658594
218,133732.80015578796
219,186384.65006541437
220,183828.0961251009
221,187814.97458199383
222,139403.15032506996
223,137641.6184638082
224,129824.67338860146
225,142134.36041914142
226,164271.00162786775
227,157795.18411255465
228,150296.63259943784
229,180084.12629913312
230,143058.6412504933
231,189622.84976706485
232,177229.2527049395
233,158821.56427207458
234,156347.64713147262
235,143597.22244906693
236,154146.48557367764
237,163215.53075330594
238,192442.63183702683
239,154310.78854928093
240,147639.0505740078
241,140881.26910790557
242,157633.49287190774
243,177053.43426187173
244,178953.84471603722
245,222113.9520077346
246,140310.71441324687
247,148841.07151495764
248,146065.29213195184
249,168060.20782017446
250,148779.92175863957
251,182546.38069285607
252,132380.44593658863
253,141877.72968417066
254,173234.82580618924
255,149666.53722411656
256,156460.63573427417
257,157075.53389306075
258,148883.0896852158
259,136339.24990489305
260,158487.79539740627
261,154317.54629490196
262,194888.63718874124
263,145588.02198906438
264,183641.7609935709
265,154061.31065178738
266,136165.82789605076
267,141674.13781107968
268,147185.12955235384
269,135912.27442209414
270,185646.0000270905
271,138881.37520618708
272,146429.18846245884
273,155210.34201552678
274,154820.78725188453
275,159793.48746904958
276,142425.97673422185
277,195433.99908809015
278,161540.41821675518
279,156997.09798587975
280,147727.51047295524
281,189061.61066009334
282,160771.99715497965
283,168351.53907741793
284,150714.663841729
285,139000.02485643915
286,167532.09971938672
287,149964.40216214806
288,144673.0428289626
289,155160.4398165897
290,163483.4278202022
291,200720.666263613
292,139392.99749335612
293,181501.44906002714
294,220131.197046382
295,245855.60028000205
296,150485.8184021223
297,140356.2582353857
298,136479.13338320178
299,155857.78895958376
300,133907.91662129844
301,148628.80416766982
302,137068.67812482122
303,198029.0906709418
304,141148.23828009094
305,199313.91574677688
306,148850.95145452814
307,149183.88825328668
308,137536.66186297988
309,138034.49373376055
310,139957.4854311913
311,203118.65608973443
312,169246.15225170826
313,140215.12089848894
314,143815.309735052
315,157698.26078731177
316,178157.71193424665
317,146237.83863281357
318,151761.88591087243
319,139486.27559239382
320,191861.8580772816
321,155922.92084832682
322,179182.51284147135
323,153591.25028022076
324,156679.8685144923
325,141043.72506395375
326,148517.43546614778
327,142124.5286511175
328,161743.43163514714
329,211526.8471743167
330,151933.2843880566
331,156272.6307741006
332,170795.0766858493
333,171543.07980559033
334,150081.2781559179
335,156431.6345836665
336,177112.91845160123
337,207168.1236935275
338,141107.04360745882
339,159266.59025516233
340,183932.9205168548
341,208417.50867772318
342,157805.11661294475
343,139305.5184490992
344,159274.2425450093
345,177511.6491974029
346,153234.8610885909
347,147022.64899803157
348,180889.92378933047
349,166393.64575559602
350,177914.70111607673
351,162616.3788388166
352,173956.39226938676
353,176303.99416300823
354,171329.018889178
355,200186.84856209392
356,168773.24898553005
357,156888.65333176046
358,139077.35725841322
359,151339.294952603
360,185689.93954073638
361,145183.02040056555
362,138291.7230398118
363,157435.92995898615
364,175414.10276081646
365,136700.25449696675
366,163425.02894056722
367,149592.70578126356
368,160583.42383879953
369,148229.65324568457
370,145321.09513097772
371,154974.93668695597
372,145672.6697868582
373,145356.8558383645
374,140128.40286436825
375,166213.74514465322
376,162377.9422182053
377,135501.79273879662
378,159506.82003518564
379,164633.27947555613
380,159534.98707030722
381,172269.8668570356
382,178516.40522103786
383,138102.28900425922
384,135756.1256427889
385,173676.3749169156
386,153491.7289272435
387,173135.29399115854
388,176509.3669913719
389,137913.95646796827
390,143816.59136903874
391,147764.16803120673
392,160974.22127066157
393,144538.86114679027
394,162813.48253255314
395,167373.33038385503
396,175551.5691601802
397,160666.41764813103
398,159173.78647752714
399,160672.1854753641
400,176803.48572484893
401,150730.0657470231
402,150490.64361858924
403,165369.423045412
404,206963.77202229894
405,148256.86675246098
406,142731.49426186085
407,146590.00292450847
408,162302.91295825253
409,155269.5551507315
410,143765.054802133
411,148423.98550767574
412,177251.90376624395
413,153996.0439998105
414,161107.19302424308
415,151931.93963779396
416,183035.8152557062
417,180707.10068293219
418,158916.42213240667
419,187929.67365885587
420,158297.91264134904
421,165359.01577912705
422,147723.18576374243
423,179002.95407677203
424,150972.30266484426
425,161072.11452745966
426,161061.79489907902
427,164380.20029850432
428,168523.7747772835
429,187999.6175939352
430,180913.95359174296
431,153801.3500578344
432,170549.1485627648
433,195271.75740201323
434,135276.35335282146
435,145992.44985705568
436,145281.9589694721
437,174029.7402134121
438,136457.0328022704
439,141533.35324179035
440,145008.07972139062
441,154543.99893487687
442,145396.10382166144
443,145031.05548999444
444,162697.15377891404
445,146848.63220660042
446,148280.79665159766
447,137490.74957237125
448,173853.97767555315
449,160535.4465759917
450,169011.5864886764
451,133340.46407489665
452,165710.00213957345
453,182691.74075595842
454,141271.0645860345
455,227447.92041850815
456,190216.7931666457
457,138015.0150678857
458,149322.99543447577
459,155271.71321383532
460,145970.44306122803
461,178206.34290607017
462,137775.54490927252
463,197367.73260742764
464,170826.50760631793
465,150564.3892174288
466,148882.60593108874
467,150691.76606671116
468,160670.463812941
469,156690.76245731022
470,143178.2742506767
471,151814.28438472562
472,155644.37456821845
473,142386.26878417525
474,140413.48716780765
475,176143.52749872184
476,159084.24759757234
477,148249.28052594513
478,140161.7245990589
479,166649.12667973858
480,150718.17017792142
481,140826.08568665254
482,162251.94900074255
483,147804.03046304028
484,167784.22229988838
485,148940.62953196507
486,167327.04968227443
487,154625.67193133163
488,160153.2918875987
489,144495.98009741027
490,150518.0146516824
491,149768.29772479567
492,141907.06760372617
493,140693.011170935
494,170043.1678879987
495,170555.08901725322
496,144918.94493840527
497,161658.74623175946
498,149817.19773569022
499,141592.5085869087
500,141782.70158688672
