t,last5_index,Vhat
1,1,4110.3407671495315
2,1,4550.872850739903
3,1,4476.084750366748
4,1,4122.376794853548
5,1,3392.767898985675
6,1,2642.8452997599534
7,1,2237.002433762682
8,1,2001.1640431189396
9,1,1955.0737353788604
10,1,1506.7609806798075
11,1,1508.8614162364606
12,1,1315.2182398287464
13,1,1430.539947086059
14,1,1504.0612033899176
15,1,2032.002773903604
16,1,2876.318773259046
17,1,3025.0028860332773
18,1,2921.1136048543835
19,1,2508.1815586450357
20,1,2405.1446283330442
21,1,2320.3918864941315
22,1,2283.247247220948
23,1,2456.137501357816
24,1,2601.8637905856312
25,1,2437.3561424773534
26,1,5430.840187923006
27,1,5195.681797773888
28,1,4499.589146274231
29,1,3327.5435087887245
30,1,2513.0723548843325
31,1,1891.7407237945704
32,1,1717.010925892529
33,1,2016.005777531222
34,1,2129.6665152964333
35,1,2253.4094686729245
36,1,2258.1795418838738
37,1,1956.9360912052898
38,1,1825.6062558227877
39,1,1786.2184255153009
40,1,2006.7905704456582
41,1,2012.4118404684275
42,1,2369.5206699114055
43,1,2390.136729596299
44,1,1998.5566037866174
45,1,1782.7412899552273
46,1,2609.5129707463298
47,1,2899.8971142614064
1,2,4103.35059338059
2,2,4887.263337069593
3,2,5423.628665388728
4,2,4815.474464225924
5,2,3961.0868954961716
6,2,3221.4261129268925
7,2,3063.016828242785
8,2,2637.180761363652
9,2,2120.4970475418454
10,2,1642.9511359765665
11,2,1778.0569647372208
12,2,1625.22226797041
13,2,1799.2146039918048
14,2,1882.5989687604022
15,2,1518.689083922723
16,2,2671.5256855702673
17,2,1927.8556633933504
18,2,3734.207001402665
19,2,3503.255485479216
20,2,3412.0395297303776
21,2,2644.5868373869994
22,2,3057.538002570674
23,2,3279.410949671892
24,2,3471.603425370563
25,2,3977.2314792682714
26,2,4580.196076280386
27,2,4634.509468492612
28,2,4408.028790126564
29,2,3809.120607146398
30,2,3597.2817659152925
31,2,3341.2904080257927
32,2,2791.1533235144348
33,2,2553.6357463350673
34,2,2368.4361887887026
35,2,2430.3813950880244
36,2,2382.896705466494
37,2,2396.3001404507017
38,2,2374.361789105199
39,2,2701.4553985660586
40,2,3237.1858577320545
41,2,3409.1873483613117
42,2,3538.837564663298
43,2,3678.203818721721
44,2,3039.615439553669
45,2,2869.904966960593
46,2,2742.149495138616
47,2,893.1057500953574
1,3,3692.8444203963218
2,3,3435.5620457271225
3,3,3896.0140654907154
4,3,3556.114024515863
5,3,2687.9181419207835
6,3,5175.279875986959
7,3,1826.4048899660295
8,3,2391.7251006847164
9,3,3170.5687819849863
10,3,2465.9143888131757
11,3,2335.5425485885244
12,3,2315.5123944046145
13,3,2300.629981691336
14,3,2809.181771406606
15,3,3127.686762514549
16,3,3390.2246294119454
17,3,3737.2079745864226
18,3,3677.3556010818143
19,3,3247.1998748484284
20,3,3037.301419531038
21,3,2967.7451063897524
22,3,2378.7271705255903
23,3,1813.9979407114197
24,3,5044.260572219237
25,3,4114.814476112228
26,3,4135.320764550281
27,3,4116.435273031822
28,3,3229.923008669957
29,3,2869.1425561394344
30,3,2447.546895189116
31,3,2383.7222201438576
32,3,2208.2309817057226
33,3,1938.6342915423502
34,3,1822.8558199865522
35,3,1713.2527801716096
36,3,1581.9016447321978
37,3,1809.5002152243105
38,3,2378.1174851777814
39,3,2538.789451272163
40,3,2815.7542152466162
41,3,3072.6649129992784
42,3,3272.935465317323
43,3,3371.3891181794365
44,3,2544.427639133397
45,3,2426.3696599498253
46,3,2485.20771678615
47,3,893.1057500953574
1,4,3752.4665832308224
2,4,4766.437177651164
3,4,5402.376350799925
4,4,5291.104477659968
5,4,4381.845585859617
6,4,3840.019109577895
7,4,3366.4415337037
8,4,2353.445367827663
9,4,1848.0588982454335
10,4,1516.0180986930345
11,4,1445.5665806170573
12,4,1434.1478351120172
13,4,1854.2192117563472
14,4,1751.4750594313089
15,4,2361.3905403636845
16,4,2961.3825085620997
17,4,3336.309022461134
18,4,3320.9872285322604
19,4,3302.0994320121968
20,4,3373.1815081318064
21,4,3061.668369754376
22,4,3384.4239392534723
23,4,3649.2299468871383
24,4,3939.0533067046526
25,4,5344.7055823774
26,4,4212.584040460502
27,4,4354.3444975469
28,4,4114.42437808931
29,4,3315.293962746143
30,4,3126.0076242471123
31,4,2691.5244800685687
32,4,2585.5872539351576
33,4,2652.07214587203
34,4,2156.2622785825906
35,4,2088.626903136096
36,4,2252.4845566311296
37,4,2457.024109389111
38,4,2596.320671239402
39,4,2781.7130603136075
40,4,2884.0389541643935
41,4,3840.9998538001873
42,4,3327.6777761992685
43,4,3100.079378528082
44,4,2735.804370458164
45,4,2340.0759725308935
46,4,2099.3405424982166
47,4,893.1057500953574
1,5,5552.576422311834
2,5,4087.281582324592
3,5,4273.433394454299
4,5,3932.3484876117523
5,5,3262.505582120856
6,5,1974.8898876313476
7,5,3174.1750474939527
8,5,3117.808130149969
9,5,2763.5922777696815
10,5,2065.2202365076805
11,5,2046.7907387826256
12,5,1777.2444958672775
13,5,1542.2338924080577
14,5,1515.3569935594742
15,5,2377.9405568097645
16,5,2750.4407192165036
17,5,4306.872362376298
18,5,3077.2171467374237
19,5,2759.6327997566887
20,5,2902.592114343198
21,5,2879.6063326699177
22,5,2490.498397145786
23,5,2676.5678486577954
24,5,2707.268451119363
25,5,3512.6497343003603
26,5,3808.5576066471112
27,5,3993.24208041132
28,5,3643.8266641616015
29,5,2800.0705374431673
30,5,2726.9098906815866
31,5,2173.699269776277
32,5,2051.3342414726044
33,5,2122.3108298225184
34,5,1870.8666809857468
35,5,1611.6905639403567
36,5,1749.637953148755
37,5,1773.7949432340165
38,5,1885.1790110788625
39,5,2461.0223896939824
40,5,3789.1700163347496
41,5,3042.3827554510744
42,5,3500.838852523103
43,5,3759.4422999810777
44,5,3788.0046014123495
45,5,3653.42044061041
46,5,3520.7035228067434
47,5,893.1057500953574
