t,last5_index,Vhat
1,1,4093.135898019402
2,1,4626.460062709466
3,1,4373.224046706152
4,1,3943.5782445631667
5,1,3279.118563129581
6,1,2466.29757230881
7,1,2158.4700089971598
8,1,1954.686468239601
9,1,1687.560272380139
10,1,1468.4992620198964
11,1,1364.5709795851183
12,1,1145.0466846859708
13,1,1267.2202206180255
14,1,1526.359310524581
15,1,2070.3365587028957
16,1,2689.400242072793
17,1,2902.1840959067995
18,1,2874.284992933914
19,1,2509.6344155888105
20,1,2353.553023370777
21,1,2296.661138009361
22,1,2346.7268023591437
23,1,2418.1077063405482
24,1,2477.7947942047026
25,1,1745.9421562847406
26,1,4722.8216837913305
27,1,4602.00610871741
28,1,3861.261550117621
29,1,2888.496757077387
30,1,2299.9274084649724
31,1,1716.321154388652
32,1,1615.0520879368742
33,1,1758.4928761296196
34,1,1918.5437103570189
35,1,1973.7029398760174
36,1,2030.9749817429977
37,1,1925.4788341901217
38,1,1755.8614495655047
39,1,1720.7934493977673
40,1,1915.8816207879443
41,1,1984.8339300063824
42,1,2314.327050826906
43,1,2201.627824542644
44,1,2504.3748191367504
45,1,2725.143084067199
46,1,3739.6482526720615
47,1,3806.8082061320865
1,2,4086.1457242504603
2,2,4962.850549039156
3,2,5320.767961728132
4,2,4636.675913935543
5,2,3845.6947631594776
6,2,3042.3426261982863
7,2,2983.568278686104
8,2,2590.259414834122
9,2,1849.1214219162553
10,2,1604.5460647389607
11,2,1634.0901790321213
12,2,1454.4077231814426
13,2,1634.9897870818645
14,2,1907.4126884048683
15,2,1570.6873586305812
16,2,3521.775861492053
17,2,2427.006876824372
18,2,4676.537363942006
19,2,4337.699984010861
20,2,4118.653231285547
21,2,3346.3349315035275
22,2,3989.0318551096093
23,2,4016.84310503547
24,2,3953.8393028545597
25,2,4205.8087939407405
26,2,4757.627464242215
27,2,4769.782353507682
28,2,4353.949860751794
29,2,3743.953926454461
30,2,3658.6073454825323
31,2,3335.607655422049
32,2,2689.1233080688025
33,2,2293.676258727789
34,2,2151.3729355767223
35,2,2143.6011767046994
36,2,2148.3861491089638
37,2,2363.5845351540265
38,2,2301.942189191387
39,2,2634.1873267664123
40,2,3143.512215426057
41,2,3381.0288148782447
42,2,3481.6563875437773
43,2,3482.1262898169243
44,2,3302.95071363369
45,2,2872.910766635551
46,2,2790.5999376280806
47,2,885.4606404109478
1,3,3675.639551266192
2,3,3511.149257696685
3,3,3793.1533618301196
4,3,3377.315474225482
5,3,2575.1676940149036
6,3,5000.311336636619
7,3,1686.9417660763847
8,3,2281.7990188188255
9,3,2468.7806446757386
10,3,2405.4374461929006
11,3,2227.4997743706863
12,3,2092.203407209726
13,3,2073.1140341140845
14,3,2933.7056627494994
15,3,3236.5154432514983
16,3,3124.695589864982
17,3,3576.419906710239
18,3,3632.9804215126687
19,3,3251.238315854189
20,3,2985.915092472415
21,3,2944.1892087135266
22,3,2441.3294484507014
23,3,1748.052969484236
24,3,4827.3871779629
25,3,3564.9614918930574
26,3,3587.7368852723816
27,3,3672.071323196686
28,3,2726.268352330194
29,3,2506.175019372155
30,3,2261.416374238387
31,3,2219.349664131018
32,3,2105.7363050079493
33,3,1679.646578944569
34,3,1607.654548526883
35,3,1424.8515691192697
36,3,1347.687762895443
37,3,1776.7928591660013
38,3,2306.3530509275406
39,3,2472.1692279173953
40,3,2723.1104182825547
41,3,3044.7226798013253
42,3,3216.503551658122
43,3,3179.7772435898114
44,3,2801.358115764578
45,3,2428.75530005632
46,3,2530.4263921888496
47,3,885.4606404109478
1,4,3735.261714100693
2,4,4842.024389620728
3,4,5299.515647139329
4,4,5112.305927369587
5,4,4268.109866844523
6,4,3662.9483659708353
7,4,3287.54803051592
8,4,2306.6398956970515
9,4,1580.6615731964007
10,4,1477.8643477877808
11,4,1301.3123122124534
12,4,1263.8514628285216
13,4,1690.488920704855
14,4,1775.310535192475
15,4,2400.9292020673543
16,4,2773.6803968173726
17,4,3212.6863353259237
18,4,3274.888858052713
19,4,3304.071149883502
20,4,3321.302704016667
21,4,3037.952604815073
22,4,3447.658002247058
23,4,3611.3917417537605
24,4,3815.1254870990715
25,4,4997.198161570212
26,4,3810.0170943936314
27,4,3986.408422028955
28,4,3662.4944369475465
29,4,2957.221432019547
30,4,2940.481772012442
31,4,2525.82992187488
32,4,2481.9730417445076
33,4,2391.1109824572973
34,4,1938.2905529168581
35,4,1798.8275002921016
36,4,2016.1740224480673
37,4,2423.7875563296875
38,4,2523.9810754286837
39,4,2714.6237781915047
40,4,2791.476124862715
41,4,3813.001707821518
42,4,3270.7933526201305
43,4,2905.188871813152
44,4,2998.1896951039253
45,4,2343.075788955611
46,4,2147.920358050667
47,4,885.4606404109478
1,5,5535.371553181704
2,5,4162.868794294155
3,5,4170.572690793702
4,5,3753.5499373213715
5,5,3147.9961439862805
6,5,1753.016091075321
7,5,2223.119552373145
8,5,2285.3212092986782
9,5,1879.5465518811839
10,5,1664.0230419027575
11,5,1648.097366281067
12,5,1519.7249170951254
13,5,1378.4881021399017
14,5,1540.3619293363804
15,5,2418.564421807267
16,5,2563.637083240569
