t,last5_index,Vhat
1,1,3987.675299302984
2,1,4478.635259908215
3,1,4405.748202920098
4,1,4036.101450273555
5,1,3389.9823689189784
6,1,2533.527695866616
7,1,2138.4083585912886
8,1,1838.332139474443
9,1,1829.5576279515913
10,1,1510.814086642407
11,1,1425.2852248133086
12,1,1245.181806774152
13,1,1429.8918495833086
14,1,1612.4752724915843
15,1,2024.0149898699942
16,1,2746.9486772568166
17,1,2959.6243313631676
18,1,2856.377857747384
19,1,2672.9424029794563
20,1,2376.6707087748237
21,1,2338.161718163047
22,1,2238.564415776088
23,1,2381.43618312308
24,1,2394.8727090116736
25,1,1831.0576249841206
26,1,4911.049468446527
27,1,4790.308061845509
28,1,4107.183803701269
29,1,3102.9929622977456
30,1,2277.6470434364664
31,1,1761.118756699942
32,1,1530.4156966888368
33,1,1810.119641914826
34,1,2005.0965695832338
35,1,2029.7272857825653
36,1,2066.6965171807997
37,1,1811.9819174918393
38,1,1709.2480090261488
39,1,1652.118733391805
40,1,1856.1532599864795
41,1,1751.1341304363964
42,1,2289.3856350199553
43,1,2106.344597768198
44,1,1922.3337422580098
45,1,1682.7484347763873
46,1,2591.736708674351
47,1,2804.658850867446
1,2,3980.6851255340425
2,2,4815.025746237905
3,2,5353.292117942079
4,2,4729.199119645931
5,2,3958.2256422264236
6,2,3110.4510988535217
7,2,2963.110017447854
8,2,2472.3783214933464
9,2,1993.4749300097956
10,2,1647.1969973847915
11,2,1695.4788608424974
12,2,1555.989429167849
13,2,1800.141814011713
14,2,1995.0885618522645
15,2,1510.7587074349944
16,2,2540.321748573
17,2,1847.4316753098265
18,2,3752.27722033195
19,2,3855.2423150130794
20,2,3450.3630362639005
21,2,2663.1751106221727
22,2,3117.741850663221
23,2,3456.271614728093
24,2,3458.311849819775
25,2,3750.7804851799838
26,2,4298.6265694819
27,2,4395.283710087753
28,2,4135.262729164138
29,2,3630.53534335394
30,2,3394.7414155704896
31,2,3221.3670752316984
32,2,2604.4039911558075
33,2,2345.7333090247703
34,2,2240.1530410699297
35,2,2200.8199827590834
36,2,2185.0106515467037
37,2,2246.923738668509
