scenario,WS,EEV,regret
1,104034.59015277,99636.29560586,4398.29454691
2,82009.05222135,76421.35786764,5587.69435371
3,87039.33024130,79731.92057412,7307.40966718
4,107727.51017399,101961.11386776,5766.39630624
5,95049.91647042,87550.47340728,7499.44306313
6,91421.77054210,89069.91654144,2351.85400066
7,82164.56558329,77933.43996597,4231.12561732
8,76016.31954878,64468.73550358,11547.58404520
9,85022.41576050,79383.95622831,5638.45953219
10,90983.99156945,83979.87564406,7004.11592539
11,83519.44078436,76071.70234845,7447.73843591
12,112594.74919679,104860.01882732,7734.73036947
13,96523.05808517,89607.21662472,6915.84146045
14,90341.87945012,75341.81839811,15000.06105200
15,77542.97074685,69846.64941383,7696.32133302
16,95292.58508476,84351.54899980,10941.03608497
17,95167.77497922,81784.47045275,13383.30452647
18,96639.51210205,79781.80869513,16857.70340693
19,114585.81908356,107698.01159207,6887.80749149
20,71234.49204345,66191.12852289,5043.36352056
21,74292.95603012,63267.31242367,11025.64360645
22,68258.03219105,62751.73810311,5506.29408794
23,80976.34214815,74629.29609634,6347.04605181
24,103035.61779323,98013.70576230,5021.91203094
25,91029.83696412,85256.63257063,5773.20439350
26,82269.20677397,72146.14219882,10123.06457515
27,97719.48601281,90467.77785969,7251.70815312
28,84856.07191611,77530.06545308,7326.00646304
29,89612.85538329,87416.10180890,2196.75357440
30,91388.68487460,85852.67899196,5536.00588265
31,98370.79249709,96794.18319647,1576.60930062
32,99855.64424559,86438.28455256,13417.35969303
33,88237.92748650,85762.07886250,2475.84862400
34,95349.42071443,85134.47114500,10214.94956943
35,88235.94911424,83506.89624045,4729.05287380
36,105808.24196152,93343.95172776,12464.29023376
37,87519.50993067,78745.11407452,8774.39585615
38,105610.95707818,95883.65218924,9727.30488893
39,80547.35476754,70178.78443458,10368.57033296
40,114530.73960142,101798.82639016,12731.91321126
41,97121.57156942,93977.11503584,3144.45653358
42,90263.64973432,82500.39802552,7763.25170880
43,67677.52151281,53340.26417649,14337.25733633
44,95033.13452548,92821.18967352,2211.94485197
45,74765.49996167,61824.82760296,12940.67235871
46,93666.88919555,89584.51120050,4082.37799504
47,100997.78884481,96727.53407109,4270.25477372
48,103435.29433075,98160.53547153,5274.75885922
49,85394.48341870,66977.02488187,18417.45853683
50,83997.59896675,71421.88664940,12575.71231736
51,92248.53202716,87535.33251377,4713.19951339
52,84574.21755989,80803.24860857,3770.96895132
53,95201.18862769,88359.46603383,6841.72259386
54,86307.11020385,81375.60597415,4931.50422970
55,111789.44980995,104937.67182442,6851.77798553
56,100572.89220514,92843.01804485,7729.87416029
57,97879.91211825,93712.25677657,4167.65534169
58,92702.30765497,86046.11634463,6656.19131034
59,108750.08262910,103480.40550364,5269.67712547
60,106227.64759658,101102.98452753,5124.66306906
61,90642.99262845,83283.18128417,7359.81134429
62,104816.70245524,97444.69686116,7372.00559407
63,87142.12214745,76812.96994961,10329.15219784
64,109930.31067968,108928.69082056,1001.61985912
