scenario,WS,EEV,regret
60,106227.64759658,101523.18433512,4704.46326146
61,90642.99262845,83311.46400705,7331.52862141
62,104816.70245524,96913.67814683,7903.02430840
63,87142.12214745,76276.62462977,10865.49751768
64,109930.31067968,108977.83381132,952.47686836
65,97129.36399243,74911.44367037,22217.92032206
66,97618.81355033,90276.08172318,7342.73182715
67,97251.97340794,94334.38842581,2917.58498214
68,110890.31497595,84885.35781865,26004.95715730
69,84498.33011799,77166.54909459,7331.78102340
70,83441.96762678,64963.74077290,18478.22685387
71,111735.83111075,103864.63411010,7871.19700065
72,100413.27715318,96678.25675845,3735.02039472
73,85433.47420614,72657.42316272,12776.05104342
74,105103.72314536,97471.70848942,7632.01465594
75,97330.66043194,90043.11144655,7287.54898540
76,89568.27486341,84888.13207686,4680.14278656
77,96241.21397184,75844.95595668,20396.25801517
78,72489.06072844,66954.02850118,5535.03222726
79,97455.16564966,72146.27228629,25308.89336337
80,92965.25838291,80271.55420481,12693.70417810
81,95126.06274085,85444.96344699,9681.09929387
82,94755.69631899,90862.19005730,3893.50626169
83,97231.63586863,87913.51849351,9318.11737512
84,84695.11574954,79099.27691683,5595.83883271
85,97173.32842854,91010.72546713,6162.60296141
86,83466.57180803,77665.91122321,5800.66058481
87,93370.69671562,88017.87593236,5352.82078327
88,89714.93399968,78508.52857294,11206.40542674
89,100457.60221859,88679.90623725,11777.69598134
90,75157.29296139,55912.24177800,19245.05118339
91,94722.19338129,89740.64294295,4981.55043834
92,113385.52984944,107069.39713781,6316.13271163
93,97251.44260584,92525.00967331,4726.43293253
94,103611.02435625,96612.49482444,6998.52953181
95,102538.11683309,88938.31723449,13599.79959860
96,107573.92715272,106352.97908047,1220.94807225
97,124606.01682926,114738.97672975,9867.04009951
98,77293.80120133,67785.35718701,9508.44401432
99,93777.70054799,88837.98048363,4939.72006436
100,88751.30745664,83258.43137679,5492.87607985
101,86417.00747538,77783.40149226,8633.60598312
102,89648.19707023,82049.18293034,7599.01413989
103,88263.82019359,83635.29756926,4628.52262433
104,106341.82509054,91120.51037960,15221.31471094
105,76289.89876537,69291.19108343,6998.70768194
106,88354.19509830,70622.76048959,17731.43460871
107,117670.84265848,108917.57824142,8753.26441706
108,97171.08931781,87137.20239601,10033.88692180
109,82673.58923588,71592.35954799,11081.22968789
110,90434.75098665,77774.67488985,12660.07609680
111,93346.50774090,84538.78618605,8807.72155485
112,81592.83040160,73423.21980641,8169.61059519
113,97326.77680287,88752.25053528,8574.52626759
114,99196.31606450,90435.08079164,8761.23527287
115,95120.25935847,89927.16184803,5193.09751043
116,100304.39206617,87004.53606772,13299.85599844
117,81296.91049916,76673.88512954,4623.02536961
118,90473.97334231,88730.42525720,1743.54808511
119,92335.59880392,86337.79453168,5997.80427224
120,95360.81963704,85473.63823819,9887.18139885
121,99098.07116874,95164.79438663,3933.27678211
122,74503.16316676,52969.57940170,21533.58376506
123,93038.39491206,85258.47861811,7779.91629395
124,83116.60289276,68852.71643514,14263.88645762
125,90877.47730038,80299.67330515,10577.80399523
126,81549.52566096,77813.68122152,3735.84443944
127,101869.63855403,98508.01318434,3361.62536969
128,89977.01999950,84937.90714099,5039.11285851
129,87857.17109208,73668.84469807,14188.32639402
130,114601.25442329,111412.51338714,3188.74103615
131,76060.88844253,69024.49282738,7036.39561514
132,93039.22054332,86625.50491814,6413.71562518
133,93066.46936892,85717.69159368,7348.77777524
134,93955.91036538,87972.22041564,5983.68994975
135,117300.09099327,112150.57828172,5149.51271155
136,94725.12749963,84529.84299777,10195.28450186
137,95237.36039958,83219.04784244,12018.31255714
138,83389.10975369,73373.50408129,10015.60567240
139,101148.11987637,94434.06351725,6714.05635912
140,84440.19634577,74532.06739762,9908.12894815
141,102320.68775618,86784.84985665,15535.83789954
142,93864.50256280,77297.75222538,16566.75033742
143,98545.86277032,71781.99590651,26763.86686381
144,93392.68603643,85207.95152374,8184.73451269
145,100436.14063934,90579.37350248,9856.76713686
146,76467.85285546,72642.19432021,3825.65853525
147,85953.03886331,77366.24710157,8586.79176175
148,102346.20741030,96007.80692571,6338.40048459
149,78518.75285043,75313.65291384,3205.09993659
150,96836.19522039,91258.16851004,5578.02671035
151,105136.94853715,91884.92385697,13252.02468018
152,84659.97119573,79095.15515820,5564.81603753
153,81873.25832458,73116.01615847,8757.24216611
154,99327.22294639,95776.84180675,3550.38113964
155,108322.96607184,91224.67428726,17098.29178458
156,102570.55277301,88301.93518052,14268.61759249
157,78138.47185063,72332.45542815,5806.01642248
158,92938.70318473,84288.95119870,8649.75198603
159,107631.34280961,105344.03840372,2287.30440589
160,86819.21081223,83787.28524905,3031.92556318
161,96440.34590935,87660.16544544,8780.18046391
162,110076.02430472,78913.19911682,31162.82518790
163,67065.24882140,60001.25229282,7063.99652858
164,81236.38644353,75434.47987898,5801.90656455
165,87139.62015112,79949.96907032,7189.65108080
166,111328.53816776,107490.64512815,3837.89303961
167,114428.66172982,100016.44094357,14412.22078625
168,90128.54715393,88448.33748530,1680.20966863
169,96820.05795135,90701.27005308,6118.78789828
170,90587.41692004,88117.59662651,2469.82029353
171,98087.88052601,94615.42730168,3472.45322433
172,95047.23186605,83483.06798872,11564.16387733
173,89779.01007399,78900.84858662,10878.16148737
174,91895.29972177,66884.92190183,25010.37781994
175,99860.30002334,86180.80195769,13679.49806565
176,101684.32416688,94793.50677799,6890.81738890
177,95770.27132059,93104.08999910,2666.18132149
178,108177.42336071,99191.19025098,8986.23310974
179,85827.12352085,70334.00071400,15493.12280685
180,84783.36455372,81635.27064052,3148.09391319
181,90821.38740048,77140.81394628,13680.57345420
182,83868.22074498,76245.00411888,7623.21662610
183,99830.58278123,95264.28326435,4566.29951688
184,97215.14757649,92247.89308489,4967.25449160
185,92221.73505400,86501.20515779,5720.52989621
186,90111.56676595,77995.29427207,12116.27249388
187,88782.51502548,84209.60291137,4572.91211411
188,98354.77368805,74104.95442192,24249.81926613
189,97025.78007717,90839.64626679,6186.13381038
190,111421.75372977,94184.65595814,17237.09777163
191,103637.81358814,92695.84350673,10941.97008141
192,78309.78730752,69477.12489771,8832.66240981
193,81502.42129884,77303.60968185,4198.81161698
194,97311.46559104,88562.76957467,8748.69601638
195,91228.49306055,76717.41217521,14511.08088534
196,96872.04564987,86689.04727509,10182.99837478
197,70918.52662283,65802.97823934,5115.54838350
198,94417.15395881,63925.76664541,30491.38731340
199,88647.69536361,80642.78827428,8004.90708933
200,80514.77196937,66671.64857378,13843.12339559
