scenario,WS,EEV,regret
88,93368.67909505,84851.18588099,8517.49321405
89,106616.86282434,95527.17959680,11089.68322754
90,79017.76334482,75707.37906467,3310.38428015
91,99666.72849550,92310.62995720,7356.09853830
92,85279.14429254,77283.86823567,7995.27605687
93,93366.11411792,87876.52011895,5489.59399897
94,85708.44660375,80329.68615845,5378.76044530
95,104124.10399950,98046.16927512,6077.93472438
96,104888.02737191,96086.20249477,8801.82487713
97,97992.65323255,85904.91021553,12087.74301702
98,106159.61471555,101643.32736988,4516.28734567
99,104107.95320444,98372.45853888,5735.49466557
100,75788.68834830,72637.41432947,3151.27401882
101,92249.61195790,85384.39021393,6865.22174397
102,93441.76558732,82916.94523854,10524.82034878
103,97117.74976514,89887.85750114,7229.89226400
104,81507.90710080,67392.46512409,14115.44197671
105,84726.71327388,75417.66103408,9309.05223981
106,79188.23360624,77268.17186168,1920.06174456
107,98599.11334007,95286.28570901,3312.82763107
108,94881.67922294,82403.01361580,12478.66560713
109,99514.65073178,87550.32865127,11964.32208050
110,85455.45046077,79132.01177508,6323.43868569
111,107037.30550658,87277.18472315,19760.12078343
112,116823.80088587,103472.09604778,13351.70483808
113,85389.39994879,82790.50276386,2598.89718493
114,104265.16056574,90312.64681206,13952.51375368
115,112166.56786843,103295.11003016,8871.45783828
116,100974.92837404,99213.78396640,1761.14440765
117,91958.70022298,82340.75941775,9617.94080524
118,80016.86815821,73830.13501648,6186.73314173
119,101518.56471831,88767.99805069,12750.56666762
120,74595.63277940,57879.87732438,16715.75545502
121,94340.76603494,86973.57826887,7367.18776607
122,97777.20169488,78133.13773345,19644.06396143
123,84875.01306956,80043.21477393,4831.79829563
124,91009.43089403,78270.16139828,12739.26949574
125,68895.94947775,63976.67014887,4919.27932888
126,77198.20441578,69065.19791015,8133.00650564
127,100335.82026855,91625.71088931,8710.10937924
128,90750.18493465,82931.38352847,7818.80140619
129,105307.88943310,100742.60664847,4565.28278464
130,110448.18544902,101462.60762913,8985.57781989
131,73487.24944217,62150.20218382,11337.04725835
132,86711.52740049,66647.01365307,20064.51374742
133,87080.79377394,76096.74921367,10984.04456027
134,89924.31649776,78898.97440957,11025.34208819
135,100680.31419407,97100.88369838,3579.43049568
136,90642.24139603,78866.26271015,11775.97868589
137,92904.00279649,86671.90837469,6232.09442180
138,86613.39711162,80770.65312399,5842.74398763
139,81261.00149029,71610.58077911,9650.42071118
140,94685.62159348,81767.55789120,12918.06370228
141,77838.54000483,74712.09914409,3126.44086074
142,85153.95488421,73018.91019709,12135.04468712
143,99396.76738479,84075.36569956,15321.40168524
144,85719.32398334,76263.15340315,9456.17058019
145,95533.55563228,75311.01215799,20222.54347429
146,71892.45447400,63560.54108879,8331.91338521
147,87485.65860155,79590.37106778,7895.28753377
148,88326.07368435,81630.44532122,6695.62836313
149,109489.53354158,95690.45519348,13799.07834810
150,78224.38643296,73392.34366861,4832.04276435
151,89579.65416383,77668.64845485,11911.00570897
152,96722.78178388,95640.00476142,1082.77702246
153,91221.79104994,76258.33980044,14963.45124950
154,95983.17463385,90825.02241480,5158.15221906
155,82143.16148715,75685.39611824,6457.76536892
156,96384.87269756,82288.04761084,14096.82508672
157,82373.32581089,75985.57646939,6387.74934150
158,99585.40049495,95405.94287398,4179.45762096
159,78927.72254217,72835.31284449,6092.40969769
160,92171.69723913,83709.80980336,8461.88743578
161,90565.29198844,87445.98995778,3119.30203066
162,89589.52016658,74784.59984974,14804.92031684
163,86749.62005505,74699.60055888,12050.01949617
164,82536.60531074,71566.51443925,10970.09087150
165,100274.45722652,90308.51835550,9965.93887102
166,73856.39264881,70914.63627195,2941.75637686
167,87754.07916000,77859.53018056,9894.54897944
168,101799.86730706,95776.67766115,6023.18964591
169,92564.47165488,87444.66477302,5119.80688187
170,87831.29334372,75476.11057058,12355.18277314
171,99317.87391376,84570.78114319,14747.09277057
172,81804.32582617,75807.19813894,5997.12768722
173,83676.91610075,70699.86596424,12977.05013652
174,70137.21500564,45304.15041979,24833.06458585
175,96464.63393831,84439.88572285,12024.74821546
176,104685.33386939,95374.75507181,9310.57879757
177,91766.21137750,86487.74417038,5278.46720712
178,91402.88258744,75857.30269139,15545.57989606
179,92280.00337511,88704.88688480,3575.11649031
180,107969.88992587,94776.46774656,13193.42217930
181,88680.89528869,85693.35334771,2987.54194098
182,71292.85195064,56606.73880117,14686.11314947
183,84108.16446094,65363.03786059,18745.12660036
184,89157.60996061,82615.68372522,6541.92623540
185,70296.75199066,59844.57108996,10452.18090070
186,110130.59643966,104744.09810178,5386.49833788
187,97542.40076052,90843.08813644,6699.31262408
188,99388.34253998,92546.16723087,6842.17530911
189,98311.25543920,84970.78402036,13340.47141884
190,81026.82193997,69658.97400500,11367.84793496
191,95453.13860626,87481.52804175,7971.61056451
192,86049.56845371,79391.09180639,6658.47664732
193,68401.78529633,63593.58915031,4808.19614601
194,73036.49355396,66764.20653186,6272.28702209
195,77841.27467466,70542.69270979,7298.58196487
196,90143.04213155,83898.92107721,6244.12105434
197,77840.55455089,66470.34730158,11370.20724931
198,91257.05079949,83963.78153730,7293.26926218
199,87403.39105414,75820.36929051,11583.02176363
200,94338.92656433,82927.78464128,11411.14192306
201,104876.93846469,102887.87133068,1989.06713401
202,80094.27013156,63029.34264535,17064.92748621
203,75285.01397566,68684.46420791,6600.54976774
204,91094.92263595,79482.77450690,11612.14812905
205,77939.89349386,68841.04713756,9098.84635631
206,91584.65715412,88554.17782899,3030.47932512
207,102384.08531875,89665.25918769,12718.82613106
208,84872.94251581,76035.52505798,8837.41745783
209,91182.66639944,86041.31660335,5141.34979610
210,105839.19711354,95913.93142638,9925.26568717
211,105611.59308198,96135.41714079,9476.17594119
212,101967.07954064,84922.59082082,17044.48871982
213,82195.32548390,75126.14051999,7069.18496391
214,88907.33774953,85907.79759261,2999.54015693
215,113820.19675788,86570.34004510,27249.85671278
216,115380.27040692,108167.69693755,7212.57346937
217,85088.19641329,79758.74219008,5329.45422321
218,107057.63205298,94352.20367742,12705.42837556
219,98564.74817732,90164.61234049,8400.13583682
220,100268.03443191,86103.15408817,14164.88034374
221,91694.53678287,76264.01712032,15430.51966255
222,101799.41721298,91324.19140239,10475.22581058
223,87443.14298818,79669.88246942,7773.26051876
224,101458.48934784,79788.89895809,21669.59038975
225,91783.60084277,86922.39240758,4861.20843519
226,89246.71382178,72702.89931614,16543.81450564
227,71766.12770256,63719.51418157,8046.61352100
228,89078.70080208,79608.93240310,9469.76839897
229,91533.32613452,86478.60905788,5054.71707664
230,80919.64035469,74931.48839580,5988.15195889
231,92911.22768040,89257.50769008,3653.71999032
232,100414.29413316,87046.33519427,13367.95893889
233,102480.96329567,89081.51840576,13399.44488991
234,106442.35471134,91547.97103792,14894.38367342
235,76895.84857413,67951.69012107,8944.15845306
236,82366.13611546,69939.43090241,12426.70521305
237,95116.01407052,87561.70134694,7554.31272358
238,92129.28697244,83537.47233666,8591.81463578
239,92310.05556269,82012.18912973,10297.86643297
240,100404.10594531,90073.89152480,10330.21442051
241,93823.59495741,72557.69289387,21265.90206354
242,89423.97943359,80127.06301494,9296.91641865
243,67396.45800391,51997.67377262,15398.78423129
244,84512.02418982,74348.96689154,10163.05729828
245,91372.93844363,84481.94265175,6890.99579188
246,82535.49877027,73088.63277596,9446.86599432
247,109321.30826474,98493.56274533,10827.74551941
248,98632.68045902,90275.10816038,8357.57229864
249,97465.22328846,82047.38998228,15417.83330617
250,87561.42475993,77961.25816111,9600.16659882
251,84029.52610181,81188.04262994,2841.48347187
252,86372.05837253,80042.16678815,6329.89158438
253,100447.05687469,97562.67699802,2884.37987667
254,77786.61666474,70527.67855397,7258.93811077
255,105464.53562826,93227.12416524,12237.41146303
256,102090.09048555,93326.74309278,8763.34739278
257,92396.67297292,86650.95001337,5745.72295956
258,92044.94919357,81783.62038233,10261.32881123
259,98033.29364884,88672.55397340,9360.73967544
260,89482.54119894,79274.69278209,10207.84841685
261,85457.75663222,81827.27474783,3630.48188439
262,97782.54421352,92738.83715158,5043.70706194
263,89635.15296696,80343.55016295,9291.60280401
264,105120.98998571,97508.18029516,7612.80969055
265,104895.22507831,95796.21043338,9099.01464494
266,84363.87396629,75360.96223897,9002.91172732
267,117576.37773816,102449.02360964,15127.35412852
268,83202.27979886,74483.55459165,8718.72520721
269,87462.38934724,76710.50593417,10751.88341307
270,85055.15514875,81355.09038053,3700.06476822
271,89882.12668667,85446.36386447,4435.76282220
272,99145.45705002,75938.54878033,23206.90826969
273,89429.01345907,77902.07472754,11526.93873153
274,91006.68484068,85502.54078288,5504.14405780
275,101030.22061456,85666.88186018,15363.33875438
276,93402.77982385,89685.97818583,3716.80163802
277,84045.04276801,79246.00403105,4799.03873696
278,103872.22407531,90648.30022163,13223.92385368
279,91879.22716057,84284.23690561,7594.99025496
280,70253.34029220,64292.44209650,5960.89819569
281,77190.22870711,68798.08902695,8392.13968016
282,85719.57716043,75759.13924684,9960.43791359
283,67768.25515978,64591.58887914,3176.66628064
284,89352.48965016,80912.80528043,8439.68436973
285,86529.71326887,79891.77207320,6637.94119568
286,101369.39004817,98462.57928873,2906.81075944
287,99521.58780401,83534.71585214,15986.87195187
288,105384.86139160,90340.36358948,15044.49780212
289,92262.17005463,82343.42826203,9918.74179261
290,91259.95796866,86177.10342089,5082.85454778
291,80959.33175103,76789.47273491,4169.85901611
292,80033.29731757,76601.86648146,3431.43083610
293,93258.27877841,81060.28578297,12197.99299543
294,96917.84984160,90061.80558745,6856.04425414
295,82127.59704221,79969.91635416,2157.68068805
296,95063.75978436,90737.44491964,4326.31486472
297,93308.45955266,76741.03023425,16567.42931841
298,76781.33216672,71134.18589192,5647.14627480
299,97554.46097092,89548.67889201,8005.78207891
300,98954.60392901,92204.73218313,6749.87174588
301,81463.69775133,77966.11921255,3497.57853877
302,76271.23392975,53518.61080919,22752.62312056
303,72900.09552868,66027.64643828,6872.44909040
304,83252.64340833,52520.26695438,30732.37645395
305,90951.26600078,78917.46138805,12033.80461272
306,92331.30705482,89364.95103544,2966.35601938
307,97235.39448271,86855.92383195,10379.47065075
308,75577.80201213,61293.02032582,14284.78168631
309,91234.81307356,82406.22015018,8828.59292338
310,83723.35267082,67408.11491338,16315.23775744
311,98357.35431187,91841.29017535,6516.06413652
312,98129.55816191,85579.23647962,12550.32168229
313,90995.28130291,78858.78777844,12136.49352447
314,85399.63346038,81800.84546763,3598.78799275
315,80813.71045240,74646.10358031,6167.60687209
316,75906.80548807,65676.03450847,10230.77097960
317,94722.43838700,80692.27814961,14030.16023739
318,109961.14462623,90652.74643370,19308.39819253
319,84710.62660448,77773.06879705,6937.55780743
320,98100.11976433,95276.52012562,2823.59963871
321,90360.33549501,77147.99204213,13212.34345288
322,92587.01374020,81891.84567198,10695.16806822
323,87448.81374962,81059.45185074,6389.36189888
324,91680.95244994,85357.26397346,6323.68847647
325,100426.77616145,99502.93531411,923.84084734
326,85991.01436436,75414.95960133,10576.05476302
327,78563.48730839,76622.11207589,1941.37523250
328,85793.68922705,77695.14717753,8098.54204952
329,98525.70855293,83482.65474617,15043.05380675
330,90768.66385021,83120.68849207,7647.97535813
331,103554.28392767,96516.72030617,7037.56362150
332,93900.77238648,85511.23046137,8389.54192510
333,98640.76185292,84112.84425862,14527.91759430
334,94536.54631362,85178.01409622,9358.53221739
335,94455.77807874,88872.27734831,5583.50073043
336,106176.85948206,98822.97282756,7353.88665450
337,90496.60126292,81073.08513687,9423.51612605
338,109043.94619877,100680.38328009,8363.56291869
339,97868.49569718,91343.12813494,6525.36756223
340,88881.67004761,78900.91681830,9980.75322931
341,99543.14975571,96497.88319056,3045.26656515
342,97035.37975116,90378.05015785,6657.32959332
343,80261.36933263,74672.65378314,5588.71554949
344,91941.95555181,76745.96741424,15195.98813757
345,90731.29414731,82499.46152886,8231.83261846
346,95573.25367066,87449.62157286,8123.63209780
347,98844.68179418,77574.47942033,21270.20237385
348,69331.66158235,63486.18501401,5845.47656834
349,108979.58860211,103698.33877774,5281.24982437
350,83296.52794447,75034.80747658,8261.72046790
351,95493.27008300,87912.25691890,7581.01316410
352,81811.31052115,68617.90336829,13193.40715286
353,90985.17733991,84465.35601187,6519.82132804
354,93366.96746468,86775.97284379,6590.99462089
355,84039.87689680,71018.77812383,13021.09877297
356,89981.80741106,81729.16631869,8252.64109237
357,90597.48532752,75272.84426542,15324.64106210
358,95782.39024328,82582.28342376,13200.10681952
359,105064.96984677,91024.50121890,14040.46862787
360,65455.34068401,61192.54477542,4262.79590859
361,89336.16507921,80472.01088912,8864.15419009
362,91243.14167947,80841.85765865,10401.28402083
363,93730.95353286,83710.92045860,10020.03307425
364,80922.28394703,75850.89401163,5071.38993540
365,84812.95452917,68632.05398689,16180.90054229
366,117221.63790903,111853.30485422,5368.33305481
367,88933.12065655,82526.16663678,6406.95401977
368,76726.13707300,70280.89247826,6445.24459474
369,87143.18641315,74141.96195217,13001.22446098
370,100067.90859048,92113.30163181,7954.60695867
371,91866.42622043,77717.13308092,14149.29313951
372,82370.67433951,75884.92391754,6485.75042198
373,101295.19039044,97559.08622484,3736.10416560
374,112525.51063481,103092.48305640,9433.02757841
375,102041.49172875,96776.78559766,5264.70613109
376,110524.55356350,100998.41684125,9526.13672225
377,93089.11615054,86970.13551059,6118.98063994
378,114277.84765581,98298.99129695,15978.85635886
379,73238.12643886,66521.44018380,6716.68625506
380,87241.52270046,77934.65652802,9306.86617245
381,88789.33085064,77251.49485662,11537.83599401
382,106796.25983807,93584.63837554,13211.62146253
383,75201.47726831,64890.52319001,10310.95407831
384,88367.92864820,85718.37061459,2649.55803361
385,82859.20694521,71642.20342832,11217.00351689
386,89061.53736715,84118.07512122,4943.46224593
387,85652.50016986,76192.09711090,9460.40305897
388,72246.45613667,67444.79096341,4801.66517326
389,110878.66493561,105039.33913410,5839.32580151
390,112550.77612390,106043.96945226,6506.80667164
391,92978.08494690,89040.44488925,3937.64005765
392,84713.29245396,70800.41759958,13912.87485438
393,77957.18554638,75717.19022795,2239.99531842
394,82854.25383049,67721.35217545,15132.90165504
395,95782.48981780,89886.08791028,5896.40190752
396,86695.40923802,82911.67745656,3783.73178146
397,106888.31098921,93575.71989043,13312.59109879
398,90145.81629546,87501.24780474,2644.56849071
399,97185.30405613,88951.35354158,8233.95051456
400,97684.97712459,86957.58114789,10727.39597671
401,99597.48352223,91387.42738953,8210.05613270
402,85925.71972188,81809.71928118,4116.00044070
403,97590.98454178,93193.91320519,4397.07133659
404,81763.99340075,76457.55726878,5306.43613197
405,98638.02406653,93654.92056440,4983.10350213
406,87132.22530320,77876.34714661,9255.87815659
407,117815.06535441,107788.75367807,10026.31167634
408,89707.42223129,79237.73057886,10469.69165243
409,97577.93330405,92272.89214252,5305.04116153
410,106267.27245628,91852.61814854,14414.65430775
411,99299.90687383,94946.98775341,4352.91912042
412,103963.61648290,86021.64097169,17941.97551121
413,101645.14938101,90635.26090057,11009.88848044
414,94932.23772713,83479.36290797,11452.87481916
415,101606.34715311,91126.07970762,10480.26744549
416,85991.14389828,82418.05072847,3573.09316980
417,93518.28531124,81734.07288280,11784.21242844
418,105391.95248364,102445.18254262,2946.76994102
419,95599.04815892,86346.87464278,9252.17351614
420,93141.68977041,82351.72763111,10789.96213930
421,88763.89786561,78154.07521502,10609.82265059
422,97957.17254358,82092.51677757,15864.65576601
423,96480.92562681,78498.95026922,17981.97535759
424,87970.14631215,82028.03974162,5942.10657053
425,103165.58803735,99278.63824334,3886.94979401
426,84689.05307547,75332.68854306,9356.36453241
427,83442.83222192,72962.86970498,10479.96251694
428,97255.69861441,92694.53467709,4561.16393732
429,77981.43951813,59998.93385967,17982.50565847
430,98726.92681497,91441.72271314,7285.20410183
431,98480.05534270,91991.65109669,6488.40424601
432,94574.21766832,91364.43362119,3209.78404713
433,99139.32565094,91035.78694156,8103.53870938
434,85981.45186457,71591.03515332,14390.41671125
435,93768.34678757,86938.29075270,6830.05603487
436,94545.61205024,84110.15534111,10435.45670914
437,107896.90897136,91706.51207854,16190.39689281
438,90839.03456548,72694.18790890,18144.84665658
439,90490.98843161,78058.27343181,12432.71499980
440,88897.30750569,81623.81895611,7273.48854958
441,93033.94505279,75503.26833144,17530.67672136
442,98806.38760403,90969.47968252,7836.90792151
443,98252.53227940,88374.99887353,9877.53340587
444,77134.92586266,68675.08333203,8459.84253063
445,85295.25671655,80375.80147881,4919.45523774
446,106078.61506901,102422.95137525,3655.66369377
447,114837.08070935,98959.35249539,15877.72821395
448,106754.04433005,100808.16473895,5945.87959110
449,89239.98969256,81764.62846931,7475.36122325
450,58877.10403912,53045.21850641,5831.88553271
451,70742.18543399,60938.56902789,9803.61640610
452,95183.16754197,84584.50475899,10598.66278298
453,84608.20276191,72739.00122785,11869.20153406
454,86063.52607952,80927.33486951,5136.19121000
455,112432.08960072,105658.76853682,6773.32106391
456,89909.49948647,83754.21911869,6155.28036778
457,89649.11347488,68883.72358941,20765.38988546
458,84718.23543610,81057.10104395,3661.13439214
459,87766.33893402,79445.69545376,8320.64348025
460,68245.23442622,66065.71515629,2179.51926993
461,73554.38928299,61038.16360854,12516.22567445
462,93220.90426014,80383.49887143,12837.40538871
463,87977.39794298,77812.92498616,10164.47295682
464,101013.57347202,75925.49292731,25088.08054471
465,97425.62851978,94422.05431912,3003.57420066
466,97316.54617407,91812.21337434,5504.33279973
467,112061.59176721,104440.77262734,7620.81913987
468,94464.45455495,76688.81346884,17775.64108611
469,114412.03730824,91863.11119038,22548.92611786
470,107359.36157319,101488.44253575,5870.91903744
471,88252.26792825,79987.23834155,8265.02958669
472,85135.83931625,75731.88327790,9403.95603835
473,117105.44185495,90118.11896267,26987.32289227
474,82541.67165087,74171.21473785,8370.45691303
475,109616.57083356,101443.13871216,8173.43212140
476,76730.79399160,69424.10157128,7306.69242032
477,78744.31494914,67761.29211797,10983.02283117
478,78477.70198899,67900.72795877,10576.97403022
479,87957.30528996,77891.48340761,10065.82188235
480,84434.78220754,76547.54478963,7887.23741791
481,93954.33580208,89282.33449026,4672.00131181
482,113635.48055966,95425.94237337,18209.53818630
483,86930.17783714,83290.63348091,3639.54435623
484,80352.93387314,68201.50740625,12151.42646689
485,93711.06082966,44689.81063033,49021.25019933
486,90484.21423827,83762.08428418,6722.12995409
487,118973.62395060,110745.78567830,8227.83827230
488,91846.94439969,81339.62178573,10507.32261396
489,88226.51921832,81193.66447064,7032.85474768
490,88216.63818016,78611.29783173,9605.34034844
491,92120.29429871,75175.97898555,16944.31531316
492,106980.59796838,97373.55266989,9607.04529849
493,105910.50652097,97924.79793242,7985.70858855
494,82592.81308906,79562.56588312,3030.24720594
495,86649.79255402,77295.22468393,9354.56787009
496,79595.35223340,69514.82149866,10080.53073475
497,88572.69459800,73277.57414326,15295.12045474
498,80013.94394031,75875.45938807,4138.48455224
499,86679.18558514,63020.55156827,23658.63401686
500,91940.17072942,86583.72412015,5356.44660927
501,103469.11825137,95875.15845523,7593.95979613
502,98181.42987942,92887.90489552,5293.52498390
503,101059.52758169,91659.53387617,9399.99370552
504,94814.67460188,85915.03986350,8899.63473837
505,105408.91782143,95944.55531989,9464.36250154
506,89529.64066052,84639.91394775,4889.72671277
507,81407.98476790,77747.14919795,3660.83556995
508,83777.39644695,79338.60519000,4438.79125695
509,103075.31861534,96789.35874835,6285.95986699
510,82737.98866126,77522.64988923,5215.33877203
511,76598.76373142,66536.38825194,10062.37547949
512,75394.54098757,72138.99789317,3255.54309441
513,97189.67645986,89015.62126512,8174.05519474
514,96080.46553038,92159.76572603,3920.69980435
515,84792.61547949,58553.09740929,26239.51807020
516,99204.99992641,91526.63821874,7678.36170767
517,83550.70552127,71232.23285944,12318.47266183
518,91602.77398814,82316.74905313,9286.02493501
519,84991.91668293,79819.22259073,5172.69409219
520,114821.33434260,104444.04612742,10377.28821518
521,108583.55648914,86012.78902975,22570.76745939
522,112937.38284918,105729.10283785,7208.28001133
523,108536.44858257,90193.45013241,18342.99845016
524,85197.65974597,74548.22317232,10649.43657366
525,100343.38145091,90471.23464823,9872.14680268
526,103656.47305777,92762.36636709,10894.10669068
527,91180.18596151,84331.76076584,6848.42519568
528,84970.96944862,70907.55838322,14063.41106540
529,80404.09309515,68434.97118442,11969.12191073
530,92640.74905584,81070.86329677,11569.88575907
531,96244.92547878,88623.90794153,7621.01753725
532,102929.99413588,98043.36374035,4886.63039554
533,81875.95505303,57437.91606167,24438.03899135
534,100092.65106248,86753.90087392,13338.75018856
535,106037.99564863,93726.87981578,12311.11583285
536,88843.89426723,85276.58591340,3567.30835382
537,74780.74456576,70353.79290385,4426.95166191
538,101341.62117323,84671.50612759,16670.11504564
539,109150.73057254,94978.77160065,14171.95897189
540,94582.65292277,81683.13757410,12899.51534866
541,81660.65429658,73309.40574871,8351.24854787
542,105590.71283570,96961.57287707,8629.13995863
543,96054.80057876,90388.67195872,5666.12862003
544,77137.74908865,61518.86505237,15618.88403627
545,93196.96480849,83553.88326086,9643.08154764
546,120958.30126808,99733.03612280,21225.26514528
547,81329.48414690,74439.20857570,6890.27557120
548,100055.81851249,87084.35558760,12971.46292489
549,80252.28114707,73946.16390107,6306.11724600
550,124111.46986520,103760.65804003,20350.81182517
551,67475.19564243,59214.62186794,8260.57377449
552,88707.24997446,83511.39372952,5195.85624494
553,92636.34902022,87070.28738818,5566.06163204
554,95226.02885158,71006.39304947,24219.63580212
555,89669.75420648,78593.72078251,11076.03342398
556,86857.10822152,82384.20699339,4472.90122813
557,84872.15157920,73673.47562358,11198.67595562
558,99655.40617435,91078.58064306,8576.82553129
559,92283.67579447,85799.20316441,6484.47263006
560,75363.01370866,69803.61570364,5559.39800503
561,83112.86758518,73283.36004653,9829.50753865
562,87083.46850741,73763.50606857,13319.96243884
563,92840.36443405,79136.89156069,13703.47287336
564,99256.38367898,88592.69853588,10663.68514310
565,101849.27367155,93046.74540963,8802.52826192
566,92672.24602215,84893.62069703,7778.62532512
567,93454.65636296,83981.39411108,9473.26225188
568,111125.34763783,106570.36149372,4554.98614410
569,90174.50635029,82460.57111798,7713.93523231
570,97101.77233792,94083.31441048,3018.45792744
571,97445.41608177,94738.15382930,2707.26225247
572,88609.53092535,79383.22114739,9226.30977797
573,92336.61410043,82370.68289516,9965.93120526
574,94725.72744206,90730.71059968,3995.01684237
575,82296.63521967,73962.04429408,8334.59092560
576,94039.45469347,85179.13195290,8860.32274057
577,102400.44186738,93067.29168706,9333.15018032
578,88755.99089825,87154.13953277,1601.85136548
579,75620.37199481,69361.44615276,6258.92584205
580,88530.77855525,80714.10238441,7816.67617084
581,72402.53261894,65832.06041816,6570.47220077
582,98029.57164322,94403.80134558,3625.77029765
583,79385.21240196,67608.06900227,11777.14339969
584,88490.88915136,84839.55796228,3651.33118908
585,91134.87381149,82282.17536117,8852.69845033
586,94460.02969425,87793.78668464,6666.24300961
587,90485.00078624,81684.24844686,8800.75233938
588,96879.41426593,90416.13412557,6463.28014036
589,95894.04003858,91528.17712847,4365.86291011
590,91374.75185098,79566.20884370,11808.54300728
591,95872.64377172,87293.74900772,8578.89476400
592,93987.01012280,86119.26862230,7867.74150050
593,93092.39140162,76817.45177261,16274.93962901
594,113772.03306372,98945.25527894,14826.77778478
595,112276.40672676,103592.17872732,8684.22799944
596,75217.01066916,72100.77807114,3116.23259802
597,88015.90575042,77443.55732771,10572.34842270
598,100762.98184406,97090.87396730,3672.10787676
599,77974.34224158,72931.85475958,5042.48748200
600,102494.42229709,84738.71661594,17755.70568114
601,90614.29900560,66570.44356131,24043.85544429
602,96134.61231669,87669.47366062,8465.13865607
603,86626.00529550,77984.09718471,8641.90811078
604,94398.56012797,84915.56258047,9482.99754749
605,70860.55921634,60791.78601916,10068.77319718
606,89182.39325204,82356.03317597,6826.36007608
607,95327.92550332,65492.91886742,29835.00663589
