scenario,WS,EEV,regret
608,88888.99378562,75455.82376563,13433.17001999
609,93156.65939232,86792.79490467,6363.86448765
610,65580.99242317,57136.92293450,8444.06948867
611,99890.06808315,90047.05623112,9843.01185203
612,91563.53274457,84649.38275776,6914.14998680
613,98282.45030907,74051.78993095,24230.66037811
614,106545.99096477,104085.44119076,2460.54977401
615,111342.50965704,104576.92749935,6765.58215769
616,102928.68558254,97752.03570936,5176.64987318
617,101792.57247251,91693.84746712,10098.72500539
618,103215.42804872,71129.29279018,32086.13525854
619,112834.27695911,80957.09522223,31877.18173687
620,100815.60375703,93778.08233105,7037.52142598
621,85866.45602175,74802.14408378,11064.31193797
622,83518.52624464,75071.95206259,8446.57418205
623,80538.13238520,65916.15176530,14621.98061990
624,97264.02805387,93945.28806180,3318.73999207
625,81053.22820572,67792.77950076,13260.44870497
626,87283.84114867,84222.22828755,3061.61286113
627,87193.59075211,80386.36120546,6807.22954665
628,99024.46115296,90887.82286805,8136.63828491
629,99854.38145108,88724.11373031,11130.26772077
630,83521.74939458,80568.54161197,2953.20778261
631,99877.11916144,97763.15468483,2113.96447661
632,103604.31281757,88447.04325905,15157.26955852
633,86317.69945234,77474.37971181,8843.31974053
634,97671.46514779,95644.86224666,2026.60290113
635,84337.78357799,79980.87978251,4356.90379548
636,99526.92864753,80700.01150022,18826.91714731
637,95255.34809001,92995.95042862,2259.39766139
638,81890.23013683,73618.17751785,8272.05261898
639,75508.58941263,63848.77270500,11659.81670763
640,112968.79424807,106452.39190136,6516.40234671
641,104885.24386048,101363.06418722,3522.17967325
642,95532.60444245,80215.11710493,15317.48733752
643,109138.16304440,101609.88900923,7528.27403518
644,91176.51298558,74692.00880349,16484.50418209
645,110093.83204394,98308.28231481,11785.54972913
646,104200.13306330,94975.08904028,9225.04402302
647,117995.63359063,108797.61786725,9198.01572338
648,105253.26980775,98875.80483086,6377.46497689
649,83843.72286708,59452.34805273,24391.37481435
650,97391.84140843,94541.76093035,2850.08047808
651,107295.33878854,94894.09960869,12401.23917985
652,83058.32877118,81423.98343516,1634.34533602
653,84261.84320465,78068.35327037,6193.48993428
654,64820.34879691,60049.28462352,4771.06417340
655,83684.04054321,81427.78167410,2256.25886911
656,101965.98814512,94184.18202236,7781.80612277
657,84604.20537303,67569.20903430,17034.99633873
658,83896.84663030,80581.23573913,3315.61089117
659,96255.84804917,90498.77691352,5757.07113566
660,84267.68126618,80957.33373600,3310.34753018
661,102627.96038312,92789.57123315,9838.38914997
662,90429.26197907,73886.09974561,16543.16223346
663,76020.43552318,59521.99791714,16498.43760605
664,91098.64326687,83325.12658529,7773.51668158
665,86667.11944753,77800.90874294,8866.21070459
666,78296.56388016,74061.91453220,4234.64934796
667,98669.19158235,91582.30475958,7086.88682277
668,100289.37859783,90461.86674957,9827.51184827
669,94261.34330167,83243.46571711,11017.87758457
670,75840.78496634,68766.12550096,7074.65946537
671,86456.20214554,61446.88713120,25009.31501433
672,80809.63042527,76511.78687693,4297.84354834
673,93700.06200266,75122.99410155,18577.06790112
674,75381.77452534,66214.53836549,9167.23615985
675,103712.29405608,94311.71775116,9400.57630491
676,87243.33736103,78356.96743319,8886.36992783
677,67181.42458586,58525.93026749,8655.49431837
678,100206.06325550,92561.64468747,7644.41856803
679,77994.66295018,66011.38933066,11983.27361952
680,89689.40091558,78842.44799399,10846.95292159
681,109755.24394361,104055.85226432,5699.39167929
682,116718.49738729,109846.57014863,6871.92723866
683,99698.06470039,87990.31363204,11707.75106835
684,99614.53934832,92630.01913324,6984.52021508
685,93155.41389365,87561.22970585,5594.18418780
686,90093.01840128,82061.85189378,8031.16650750
687,101079.51928267,91951.40792588,9128.11135679
688,75785.95619675,71185.27814741,4600.67804934
689,80750.75685186,78934.29673967,1816.46011220
690,80018.99659759,61642.46649056,18376.53010703
691,96528.23532421,90016.98884832,6511.24647589
692,102318.05207471,90633.49299003,11684.55908469
693,97637.88292574,88698.51589342,8939.36703232
694,86110.23662131,81053.65777152,5056.57884979
695,89249.01678487,86355.70378970,2893.31299517
696,102281.30275619,90152.68649220,12128.61626399
697,87734.36361164,77921.46646573,9812.89714591
698,99440.19496609,72804.91446395,26635.28050213
699,93433.77346019,82102.50837169,11331.26508850
700,97837.99286009,92827.75474994,5010.23811015
701,100319.22154284,94837.64398557,5481.57755727
702,73244.85606601,64626.99039394,8617.86567208
703,106191.25029972,101931.62334221,4259.62695751
704,106572.14239179,95872.91772896,10699.22466284
705,78387.05075633,69512.38863281,8874.66212353
706,76260.79800327,60404.29829489,15856.49970839
707,80904.62613851,71450.45519039,9454.17094812
708,84685.28314218,77574.63238978,7110.65075240
709,105748.67771417,91148.91479192,14599.76292225
710,89656.91892149,79533.54734948,10123.37157201
711,91080.22157564,86545.42811566,4534.79345999
712,78970.42800412,73241.99475345,5728.43325067
713,105969.41698748,89342.32508283,16627.09190465
714,104630.87010659,97494.64755046,7136.22255613
715,98865.62473713,90987.45181813,7878.17291901
716,68618.96177040,56541.42348920,12077.53828121
717,102681.12463959,92971.36301795,9709.76162164
718,102844.77854239,89675.52593266,13169.25260973
719,78569.37139700,70922.33004178,7647.04135521
720,88663.11133494,86197.25312499,2465.85820995
721,103907.58134167,82103.36991441,21804.21142726
722,83473.07828615,76717.67149424,6755.40679191
723,93031.54730885,85535.79690555,7495.75040330
724,96021.37239050,87082.51182334,8938.86056716
725,111512.92296521,97863.91697336,13649.00599185
726,85836.00210376,76528.11759897,9307.88450479
727,83257.31580031,79846.90479480,3410.41100551
728,73076.38930625,63483.01226425,9593.37704200
729,85506.79673152,78427.99650169,7078.80022983
730,100108.15585337,93981.54939246,6126.60646092
731,87957.75762117,78648.96047206,9308.79714912
732,92860.25549980,83879.09077206,8981.16472774
733,107498.49430639,98984.60590218,8513.88840421
734,89476.96095790,82622.51972569,6854.44123221
735,84494.28999446,74836.75102320,9657.53897126
736,98606.05672955,88166.38602388,10439.67070568
737,98989.20817498,89265.03927669,9724.16889829
738,85316.07031369,77296.14954645,8019.92076724
739,92847.00825872,86450.64518256,6396.36307616
740,97150.21060516,73122.68882896,24027.52177620
741,95473.72377741,92328.39801835,3145.32575906
742,77907.95022573,65562.89759515,12345.05263058
743,99731.55900974,79792.49928471,19939.05972503
744,84063.67808318,70819.62984046,13244.04824271
745,92471.50760204,79495.87983333,12975.62776872
746,75637.53176072,69679.56704056,5957.96472016
747,79788.92593627,74819.12729592,4969.79864034
748,106924.51422521,102107.99019267,4816.52403254
749,88042.43037208,82246.32070124,5796.10967084
750,92761.73052189,83844.48270828,8917.24781362
751,103066.44954960,88166.76208037,14899.68746923
752,106994.29816491,100864.62958212,6129.66858279
753,75754.01254188,69098.69904332,6655.31349856
754,103715.05893332,96692.62941139,7022.42952192
755,88161.30001829,72751.39096747,15409.90905082
756,82991.82003941,71777.45369987,11214.36633954
757,98154.13174480,89392.16937928,8761.96236552
758,88331.07705557,82230.52478869,6100.55226688
759,91209.32645001,84601.80728018,6607.51916983
760,94542.26732771,89872.98264399,4669.28468373
761,98622.47351625,95554.93525648,3067.53825976
762,77902.13868641,69599.71401214,8302.42467427
763,93765.59579362,86075.10422321,7690.49157041
764,77949.03143176,59684.48825594,18264.54317581
765,83358.89271917,76987.67111857,6371.22160059
766,67768.13002946,56402.09301384,11366.03701561
767,109314.06464621,99277.20781687,10036.85682933
768,102649.23084015,85633.24807213,17015.98276802
769,91299.62173878,85958.16465470,5341.45708408
770,76091.15038013,68103.21993570,7987.93044443
771,86169.85236479,69725.22265552,16444.62970927
772,90488.99548100,82081.67160396,8407.32387704
773,89055.72156018,79352.66756350,9703.05399668
774,99472.00373624,91269.75587512,8202.24786112
775,89426.57896977,84443.68420758,4982.89476218
776,68232.78192806,46292.05129096,21940.73063710
777,105563.54689250,97086.72739133,8476.81950117
778,83038.31580877,75713.63114514,7324.68466363
779,108972.07801610,99330.20317136,9641.87484475
780,94954.15939136,80727.84096375,14226.31842761
781,82246.86165402,72834.63151179,9412.23014224
782,95605.66893678,83611.24733749,11994.42159929
783,80406.47112453,78181.88258626,2224.58853828
784,112159.36820197,97232.73607045,14926.63213153
785,80363.37500003,70405.02549525,9958.34950477
786,77256.98203465,65404.53781299,11852.44422166
787,95446.97021948,84656.82312271,10790.14709678
788,85076.46924195,76344.73540834,8731.73383361
789,102789.23974265,93271.92964948,9517.31009317
790,99355.62241890,96144.79777870,3210.82464020
791,89209.04341534,84938.43451394,4270.60890140
792,112369.11853723,102800.10933609,9569.00920114
793,79206.77011208,70217.11228846,8989.65782362
794,87031.98297146,78943.59235153,8088.39061993
795,97382.13732865,86729.95561535,10652.18171330
796,107922.90683770,105498.65823479,2424.24860292
797,105600.75902603,99255.81578683,6344.94323920
798,90535.94574305,85347.83819537,5188.10754768
799,96871.70620498,90579.64712890,6292.05907607
800,82403.02397020,75685.84801099,6717.17595921
801,87425.64088441,78955.98816878,8469.65271563
802,111716.47709281,93264.05595957,18452.42113325
803,96102.57246013,77057.78094744,19044.79151269
804,76906.37197362,67565.05480857,9341.31716506
805,79969.33209996,72495.70611617,7473.62598379
806,95760.48953947,84256.55492157,11503.93461791
807,91498.58698053,79800.99376487,11697.59321565
808,88437.53957112,82642.85961863,5794.67995248
809,74873.74910389,51722.19107917,23151.55802472
810,119701.43275180,106334.46538101,13366.96737079
811,97122.97352089,74367.63351871,22755.34000219
812,75310.04919479,71546.16480303,3763.88439176
813,108375.70118795,90097.41515119,18278.28603676
814,94047.09956377,87008.86972352,7038.22984024
815,90777.71904172,84390.66855359,6387.05048813
816,92945.80467805,77113.98195934,15831.82271871
817,82798.72517340,77996.08795437,4802.63721903
818,98661.75378803,91696.47940411,6965.27438392
819,98200.11197778,80845.52059264,17354.59138514
820,103917.67674339,98634.53620321,5283.14054017
821,99958.36909880,93294.19786843,6664.17123037
822,79130.85417860,58906.13814729,20224.71603131
823,89461.74381063,79921.10592788,9540.63788276
824,100600.30553733,96855.05416720,3745.25137013
825,80318.07179193,71931.63602059,8386.43577134
826,86503.03311761,81268.56420583,5234.46891178
827,94784.69043866,87204.96232972,7579.72810895
828,110190.80737523,96577.66268075,13613.14469447
829,92348.23909647,85901.83849014,6446.40060633
830,93751.80138069,84682.38948871,9069.41189198
831,93255.16989812,82307.78142531,10947.38847281
832,77574.95594868,70593.17274738,6981.78320130
833,82381.12867277,72590.36645241,9790.76222036
834,96487.22018533,85244.78018881,11242.43999652
835,65216.07470026,54944.54717792,10271.52752235
836,96799.46994005,85781.22218148,11018.24775857
837,100114.55239892,93838.08155674,6276.47084218
838,97629.04000807,89649.02858629,7980.01142177
839,79227.97974789,70957.90379759,8270.07595030
840,81417.19310543,74388.29240002,7028.90070541
841,98418.58330618,91500.28196533,6918.30134085
842,90535.92390692,82040.29421499,8495.62969193
843,96179.23280824,90095.85067999,6083.38212824
844,86744.23093750,72911.94784934,13832.28308815
845,86756.97059942,78028.67437289,8728.29622652
846,93658.88445694,82128.82912816,11530.05532878
847,86698.94470639,82083.47890210,4615.46580429
848,75956.34983747,65754.41944721,10201.93039025
849,81015.35320366,74183.56016377,6831.79303989
850,96490.48207802,85323.67868667,11166.80339135
851,72535.40726325,66231.77988898,6303.62737427
852,97658.87419876,90851.09873945,6807.77545931
853,86428.77367570,70195.24798663,16233.52568907
854,102626.62937497,90656.33423680,11970.29513817
855,91710.01659733,72101.42513474,19608.59146260
856,108535.84686236,93707.51986147,14828.32700089
857,96395.39987804,92414.91413827,3980.48573977
858,91906.12016911,86388.53163847,5517.58853064
859,101794.03961806,93986.76985165,7807.26976640
860,97553.32959546,75211.65388467,22341.67571079
861,77022.34679801,69286.72769675,7735.61910126
862,90754.95693040,84694.04901414,6060.90791626
863,100877.53694595,94080.53866051,6796.99828544
864,94717.50050374,90108.61323356,4608.88727018
865,96206.50629867,88433.92656289,7772.57973577
866,106646.41965836,87405.78756045,19240.63209791
867,83018.60154171,74804.05000836,8214.55153335
868,84587.20033049,76016.82236093,8570.37796956
869,102161.03098664,92895.28737755,9265.74360909
870,84660.99482335,69237.58611025,15423.40871310
871,83596.87497574,71485.04809773,12111.82687801
872,95150.52995965,81196.85162428,13953.67833537
873,91481.11933344,83064.88503512,8416.23429832
874,96945.12422225,93227.92710676,3717.19711549
875,95760.03664050,90287.85581695,5472.18082356
876,91085.74022256,79525.57915854,11560.16106402
877,89416.74063367,84643.30928608,4773.43134759
878,86740.50488170,79170.07888685,7570.42599486
879,93138.10977537,80119.30239048,13018.80738489
880,70899.08102836,55024.33592680,15874.74510155
881,102747.07478256,94271.34954119,8475.72524137
882,109391.10575615,100552.97086699,8838.13488916
883,93284.43612384,88451.74939198,4832.68673186
884,92623.30150980,91475.15343190,1148.14807790
885,93031.75900434,85347.35847310,7684.40053123
886,82080.06453814,75986.96941068,6093.09512746
887,78175.19142568,69255.76277522,8919.42865046
888,82204.64062469,76342.34320339,5862.29742130
889,102445.68295723,99517.57576207,2928.10719516
890,94376.46787363,84433.33687768,9943.13099595
891,85409.50699663,79672.85732918,5736.64966746
892,95748.09568829,85670.07953956,10078.01614874
893,90157.38127756,81733.40151130,8423.97976626
894,97535.70814515,92340.82607916,5194.88206599
895,79044.16654349,67116.99463232,11927.17191117
896,105841.62999244,98144.82342245,7696.80656998
897,94484.74494043,89741.89687279,4742.84806765
898,76323.89922019,67943.61052197,8380.28869822
899,94478.29115777,79390.96921614,15087.32194163
900,81701.56049586,76538.29928819,5163.26120767
901,92281.90302926,83494.67350318,8787.22952608
902,95269.39259574,93167.88850794,2101.50408780
903,84476.88025535,68387.44894267,16089.43131268
904,71117.74081105,58221.37368740,12896.36712365
905,95385.60127301,89280.13731328,6105.46395972
906,83611.66875696,72520.85661826,11090.81213870
907,92823.82282453,87540.28030535,5283.54251918
908,87217.21341653,68089.03844799,19128.17496853
909,98335.11566038,86743.03398491,11592.08167547
910,106104.22023098,102419.39090882,3684.82932216
911,107699.81033230,101542.47050686,6157.33982545
912,116942.81194931,111326.76767303,5616.04427628
913,95016.96274896,84266.75013645,10750.21261251
914,89785.06890707,75920.53573235,13864.53317472
915,100204.16841261,90546.94633708,9657.22207553
916,103986.78192075,99325.32198193,4661.45993882
917,103128.02895453,89333.15946707,13794.86948746
918,87168.09467939,78921.10473762,8246.98994177
919,88005.39196536,79641.30483110,8364.08713425
920,90391.18213598,82187.08565692,8204.09647906
921,105262.21491201,84551.58349002,20710.63142199
922,74393.19843189,64884.48881628,9508.70961562
923,107114.15271369,97541.21899178,9572.93372191
924,98844.57993776,92718.96868376,6125.61125400
925,97491.47919570,90358.92637377,7132.55282193
926,98400.94464584,95768.74478127,2632.19986458
927,101445.74987875,96070.19854484,5375.55133391
928,91472.90943575,85872.82277915,5600.08665660
929,102157.85677437,94932.14670306,7225.71007131
930,79590.89931352,74917.83961548,4673.05969804
931,86060.04239465,69928.40455500,16131.63783965
932,94027.95052205,84666.08500318,9361.86551887
933,95471.68928148,91840.57239743,3631.11688405
934,100983.50158386,87750.79360764,13232.70797623
935,77004.62220565,72954.86358284,4049.75862281
936,83883.05471347,70337.36952610,13545.68518738
937,97845.25869845,93319.84525443,4525.41344401
938,104953.84289243,88229.82086792,16724.02202452
939,95741.74737783,86786.88851031,8954.85886752
940,96005.28594078,88087.23369159,7918.05224920
941,85693.86609325,73825.02641288,11868.83968037
942,117920.07688426,85947.04385425,31973.03303001
943,102456.88761115,95454.69574190,7002.19186925
944,76601.78384626,70645.10684985,5956.67699641
945,88904.78506728,78882.62888268,10022.15618461
946,83115.00232430,72683.54622018,10431.45610412
947,100621.87042305,91712.39955244,8909.47087061
948,86882.43782801,78999.97369236,7882.46413566
949,103100.49724555,96473.67237948,6626.82486607
950,71769.74698788,58749.50068072,13020.24630715
951,107153.57765454,95221.49040393,11932.08725061
952,99690.81678756,88319.71668501,11371.10010255
953,58861.05234873,55999.58133319,2861.47101554
954,109307.44491353,99317.10654661,9990.33836691
955,81457.99724751,76262.44927732,5195.54797019
956,97857.99378702,94875.52713141,2982.46665560
957,96982.67901470,93118.65832963,3864.02068507
958,84267.55316461,73333.85708223,10933.69608238
959,74730.54188833,67689.13856757,7041.40332076
960,107639.50314444,104897.24223115,2742.26091329
961,84637.02770642,71846.64008673,12790.38761969
962,93127.80428883,87964.58560821,5163.21868062
963,98837.05898348,96781.88033829,2055.17864520
964,100068.88114978,97467.29567678,2601.58547300
965,94938.72595196,92333.82656917,2604.89938279
966,87441.18335089,83274.27455790,4166.90879299
967,87790.58762657,82251.22933066,5539.35829591
968,86032.20842718,76159.35367428,9872.85475291
969,90487.32090405,77770.63673280,12716.68417124
970,96563.64444912,78662.15197530,17901.49247382
971,87681.42669825,84949.48001161,2731.94668663
972,86443.00641708,82952.50905754,3490.49735954
973,86770.74457215,80783.86244635,5986.88212580
974,98788.52666123,90786.79733221,8001.72932902
975,83496.13372686,79357.93405400,4138.19967286
976,107258.90295702,102572.83717017,4686.06578685
977,81322.84368984,69136.44834627,12186.39534358
978,95766.70908953,91110.96761020,4655.74147933
979,93779.99103985,86795.16863895,6984.82240090
980,85457.46662695,81484.66659671,3972.80003023
981,120831.81314599,104861.82212469,15969.99102130
982,81724.99934404,75351.04203774,6373.95730630
983,79338.44827991,73751.53065787,5586.91762204
984,86157.47722859,64348.11800243,21809.35922616
985,100321.89542871,88791.90525787,11529.99017084
986,85494.77504140,79631.12278102,5863.65226038
987,84256.50677997,76537.20136549,7719.30541448
988,100908.08225724,82372.13867731,18535.94357993
989,96055.43466220,78065.93809167,17989.49657053
990,98702.14923697,92507.72950817,6194.41972880
991,105962.17840843,87312.07979382,18650.09861461
992,90584.23346339,77702.27585007,12881.95761332
993,103880.80803369,96456.04210881,7424.76592488
994,81980.91109831,72887.12118662,9093.78991170
995,87556.69034701,75683.55046955,11873.13987746
996,85677.60674851,80654.42458885,5023.18215966
997,97672.29902890,87651.66717482,10020.63185408
998,90970.90797260,86538.30785701,4432.60011559
999,86778.82175753,82656.09099955,4122.73075799
1000,96624.09938895,92706.60379317,3917.49559578
