scenario,WS,EEV,regret
185,92221.73505400,86132.94458894,6088.79046506
186,90111.56676595,77607.34670494,12504.22006101
187,88782.51502548,84243.63709813,4538.87792735
188,98354.77368805,73462.45808435,24892.31560370
189,97025.78007717,90564.43186584,6461.34821133
190,111421.75372977,94395.42125823,17026.33247154
191,103637.81358814,93014.71323429,10623.10035384
192,78309.78730752,69571.48131363,8738.30599389
193,81502.42129884,77575.28085465,3927.14044418
194,97311.46559104,88278.99583012,9032.46976093
195,91228.49306055,76274.48984907,14954.00321148
196,96872.04564987,86291.72190663,10580.32374324
197,70918.52662283,66094.81516147,4823.71146136
198,94417.15395881,62936.92540223,31480.22855658
199,88647.69536361,80710.16364990,7937.53171371
200,80514.77196937,66917.13909778,13597.63287159
