scenario,WS,EEV,regret
104,81507.90710080,67632.36618712,13875.54091369
105,84726.71327388,75097.86942377,9628.84385012
106,79188.23360624,77295.32686602,1892.90674022
107,98599.11334007,95084.03998463,3515.07335544
108,94881.67922294,81836.81074926,13044.86847368
109,99514.65073178,87179.13485996,12335.51587181
110,85455.45046077,78859.99006259,6595.46039818
111,107037.30550658,87938.11081475,19099.19469183
112,116823.80088587,103708.87532351,13114.92556235
113,85389.39994879,82561.13843054,2828.26151825
114,104265.16056574,89954.60123863,14310.55932712
115,112166.56786843,103199.18707462,8967.38079381
116,100974.92837404,99270.50302591,1704.42534813
117,91958.70022298,82030.69142954,9928.00879344
118,80016.86815821,73894.94858809,6121.91957012
119,101518.56471831,89048.36472616,12470.19999215
120,74595.63277940,57582.02954609,17013.60323330
121,94340.76603494,86783.57583367,7557.19020126
122,97777.20169488,78416.87689713,19360.32479775
123,84875.01306956,80295.13919706,4579.87387250
124,91009.43089403,77954.41368196,13055.01721206
125,68895.94947775,64084.85121933,4811.09825842
126,77198.20441578,68795.18821092,8403.01620487
127,100335.82026855,91771.49440838,8564.32586017
128,90750.18493465,82459.04196067,8291.14297399
129,105307.88943310,101075.88939457,4232.00003853
130,110448.18544902,101240.05290711,9208.13254190
131,73487.24944217,62433.32311846,11053.92632370
132,86711.52740049,66896.32288763,19815.20451286
133,87080.79377394,76117.71816203,10963.07561191
134,89924.31649776,78295.45469304,11628.86180472
135,100680.31419407,96967.42821510,3712.88597896
136,90642.24139603,78813.34257162,11828.89882442
137,92904.00279649,86883.02138718,6020.98140931
138,86613.39711162,80844.50137074,5768.89574088
139,81261.00149029,71796.82903011,9464.17246018
140,94685.62159348,81900.69603366,12784.92555982
141,77838.54000483,74592.00407706,3246.53592777
142,85153.95488421,73285.31307833,11868.64180589
143,99396.76738479,84202.12843721,15194.63894758
144,85719.32398334,76349.16285103,9370.16113231
145,95533.55563228,75651.15831183,19882.39732046
146,71892.45447400,63588.60740554,8303.84706846
147,87485.65860155,79246.95506203,8238.70353952
148,88326.07368435,81248.56316251,7077.51052185
149,109489.53354158,95112.79488831,14376.73865327
150,78224.38643296,73338.58639130,4885.80004166
151,89579.65416383,77357.66974266,12221.98442117
152,96722.78178388,95573.64367531,1149.13810857
153,91221.79104994,76533.34545476,14688.44559518
154,95983.17463385,90509.19408082,5473.98055303
155,82143.16148715,75313.72593592,6829.43555123
156,96384.87269756,82631.98740977,13752.88528779
157,82373.32581089,76245.40569531,6127.92011558
158,99585.40049495,95104.47820495,4480.92228999
159,78927.72254217,72939.98507983,5987.73746235
160,92171.69723913,83245.25154165,8926.44569749
161,90565.29198844,87717.45143587,2847.84055257
162,89589.52016658,74495.35281965,15094.16734693
163,86749.62005505,74323.99809288,12425.62196217
164,82536.60531074,71834.52349882,10702.08181192
165,100274.45722652,89966.52846540,10307.92876113
166,73856.39264881,70915.80844386,2940.58420495
167,87754.07916000,78138.40530804,9615.67385196
168,101799.86730706,95811.59218984,5988.27511722
169,92564.47165488,87604.95219523,4959.51945965
170,87831.29334372,75612.57625354,12218.71709018
171,99317.87391376,84952.98059515,14364.89331861
172,81804.32582617,75530.24434399,6274.08148218
173,83676.91610075,70945.17657186,12731.73952889
174,70137.21500564,45608.13647182,24529.07853382
175,96464.63393831,84314.56425828,12150.06968003
176,104685.33386939,95423.96980312,9261.36406627
177,91766.21137750,86131.76599406,5634.44538345
178,91402.88258744,75462.74970300,15940.13288444
179,92280.00337511,88686.15742401,3593.84595110
180,107969.88992587,94313.57639983,13656.31352603
181,88680.89528869,85731.81969659,2949.07559210
182,71292.85195064,56365.19738369,14927.65456695
183,84108.16446094,65984.98023902,18123.18422192
184,89157.60996061,83019.29255070,6138.31740991
185,70296.75199066,60244.23047116,10052.52151950
186,110130.59643966,104432.50278420,5698.09365546
187,97542.40076052,91190.00240972,6352.39835079
188,99388.34253998,92177.49226190,7210.85027808
189,98311.25543920,84633.72162607,13677.53381312
190,81026.82193997,69619.83322298,11406.98871699
191,95453.13860626,87596.11064644,7857.02795982
192,86049.56845371,79570.36042861,6479.20802510
193,68401.78529633,63285.93269685,5115.85259948
194,73036.49355396,67001.46279403,6035.03075993
195,77841.27467466,70893.80674343,6947.46793123
196,90143.04213155,83525.27852162,6617.76360993
197,77840.55455089,66711.72333671,11128.83121419
198,91257.05079949,83632.66466968,7624.38612980
199,87403.39105414,75425.46994538,11977.92110876
200,94338.92656433,83238.60102263,11100.32554170
201,104876.93846469,103254.10410229,1622.83436240
202,80094.27013156,62740.68495813,17353.58517343
203,75285.01397566,68432.26005228,6852.75392338
204,91094.92263595,79207.96567587,11886.95696009
205,77939.89349386,68766.76834636,9173.12514751
206,91584.65715412,88835.38468535,2749.27246876
207,102384.08531875,89405.32806952,12978.75724923
208,84872.94251581,76295.22392858,8577.71858723
209,91182.66639944,85727.53748254,5455.12891690
210,105839.19711354,95716.02049669,10123.17661685
211,105611.59308198,96050.90966875,9560.68341323
212,101967.07954064,84416.49339655,17550.58614408
213,82195.32548390,75191.59596822,7003.72951568
214,88907.33774953,86013.89678195,2893.44096758
215,113820.19675788,86989.99213431,26830.20462357
216,115380.27040692,107769.33526280,7610.93514412
217,85088.19641329,80114.15721842,4974.03919487
218,107057.63205298,93680.04879443,13377.58325855
219,98564.74817732,90443.56639695,8121.18178037
220,100268.03443191,86304.99579009,13963.03864182
221,91694.53678287,75654.26547640,16040.27130647
222,101799.41721298,91788.48442209,10010.93279088
223,87443.14298818,79571.01726683,7872.12572135
224,101458.48934784,80165.42798742,21293.06136042
225,91783.60084277,86700.05353253,5083.54731023
226,89246.71382178,72810.55836717,16436.15545461
227,71766.12770256,63623.20391218,8142.92379038
228,89078.70080208,79832.80737507,9245.89342700
229,91533.32613452,86591.17768091,4942.14845360
230,80919.64035469,75181.83290828,5737.80744641
231,92911.22768040,89111.13467553,3800.09300487
232,100414.29413316,87344.37854251,13069.91559065
233,102480.96329567,88718.88584835,13762.07744732
234,106442.35471134,91931.59459919,14510.76011215
235,76895.84857413,67397.18531400,9498.66326013
236,82366.13611546,70285.33214025,12080.80397520
237,95116.01407052,87232.37589968,7883.63817084
238,92129.28697244,83212.55052713,8916.73644531
239,92310.05556269,82375.00475072,9935.05081198
240,100404.10594531,90361.02517906,10043.08076625
241,93823.59495741,72051.79846583,21771.79649158
242,89423.97943359,79899.73957002,9524.23986357
243,67396.45800391,52255.29844557,15141.15955834
244,84512.02418982,74610.63803784,9901.38615199
245,91372.93844363,84459.68524434,6913.25319929
246,82535.49877027,73188.28415335,9347.21461693
247,109321.30826474,98084.19958693,11237.10867781
248,98632.68045902,89876.72733794,8755.95312109
249,97465.22328846,82345.11141902,15120.11186944
250,87561.42475993,78252.79461603,9308.63014390
251,84029.52610181,80678.56234293,3350.96375888
252,86372.05837253,79760.04418961,6612.01418292
253,100447.05687469,97285.19115168,3161.86572301
254,77786.61666474,70627.68491170,7158.93175304
255,105464.53562826,93562.09293401,11902.44269425
256,102090.09048555,93637.54849371,8452.54199184
257,92396.67297292,86315.48817927,6081.18479365
258,92044.94919357,81273.83984526,10771.10934830
259,98033.29364884,88195.15747981,9838.13616903
260,89482.54119894,79242.64829180,10239.89290714
261,85457.75663222,81529.80245849,3927.95417373
262,97782.54421352,92673.06556943,5109.47864409
263,89635.15296696,80523.91912342,9111.23384354
264,105120.98998571,97192.59030521,7928.39968049
265,104895.22507831,95374.97957155,9520.24550677
266,84363.87396629,75047.37517056,9316.49879573
267,117576.37773816,102775.08517938,14801.29255878
268,83202.27979886,74834.50917097,8367.77062789
269,87462.38934724,76341.19467581,11121.19467143
270,85055.15514875,81218.23127883,3836.92386993
271,89882.12668667,85135.53269068,4746.59399598
272,99145.45705002,75299.14890547,23846.30814455
273,89429.01345907,77594.08688425,11834.92657482
274,91006.68484068,85411.48645319,5595.19838749
275,101030.22061456,85981.90921233,15048.31140223
276,93402.77982385,89631.75308874,3771.02673511
277,84045.04276801,79016.22974656,5028.81302145
278,103872.22407531,90933.40100469,12938.82307062
279,91879.22716057,84574.27053978,7304.95662079
280,70253.34029220,64506.60865386,5746.73163834
281,77190.22870711,68522.32678635,8667.90192076
282,85719.57716043,75904.81609580,9814.76106463
283,67768.25515978,64400.32391357,3367.93124620
284,89352.48965016,80660.58202372,8691.90762644
285,86529.71326887,79998.92544864,6530.78782023
286,101369.39004817,98349.75231624,3019.63773193
287,99521.58780401,83024.61688751,16496.97091650
288,105384.86139160,90558.54518048,14826.31621112
289,92262.17005463,82589.03720663,9673.13284801
290,91259.95796866,85863.34666742,5396.61130124
291,80959.33175103,76953.85443027,4005.47732076
292,80033.29731757,76556.36735538,3476.92996219
293,93258.27877841,81575.12138007,11683.15739833
294,96917.84984160,89806.88435226,7110.96548934
295,82127.59704221,79696.64999189,2430.94705032
296,95063.75978436,90752.58249007,4311.17729429
297,93308.45955266,76435.50229449,16872.95725817
298,76781.33216672,71389.36373531,5391.96843140
299,97554.46097092,89827.15213618,7727.30883474
300,98954.60392901,92146.97418948,6807.62973953
301,81463.69775133,78131.75046564,3331.94728568
302,76271.23392975,52977.45078347,23293.78314628
303,72900.09552868,65692.22524451,7207.87028417
304,83252.64340833,51920.15000742,31332.49340090
305,90951.26600078,78535.25875840,12416.00724238
306,92331.30705482,89674.55102144,2656.75603338
307,97235.39448271,87157.84653390,10077.54794880
308,75577.80201213,60992.73074654,14585.07126560
309,91234.81307356,82619.73239882,8615.08067474
310,83723.35267082,67679.69530900,16043.65736182
311,98357.35431187,91519.36731506,6837.98699682
312,98129.55816191,85987.66389965,12141.89426226
313,90995.28130291,79212.22516046,11783.05614245
314,85399.63346038,81823.65974131,3575.97371907
315,80813.71045240,74411.76940885,6401.94104355
316,75906.80548807,65727.73997833,10179.06550974
317,94722.43838700,80298.62953766,14423.80884935
318,109961.14462623,91066.20017024,18894.94445598
319,84710.62660448,77465.75477940,7244.87182508
320,98100.11976433,94972.30837771,3127.81138662
321,90360.33549501,76754.54383393,13605.79166108
322,92587.01374020,82278.31413255,10308.69960764
323,87448.81374962,81137.19013119,6311.62361842
324,91680.95244994,85071.77763774,6609.17481219
325,100426.77616145,99676.93754794,749.83861351
326,85991.01436436,75103.31530775,10887.69905661
327,78563.48730839,76537.65422776,2025.83308064
328,85793.68922705,77812.64512620,7981.04410084
329,98525.70855293,83871.82786273,14653.88069019
330,90768.66385021,82777.50557709,7991.15827311
331,103554.28392767,96193.26974764,7361.01418003
332,93900.77238648,85228.48462979,8672.28775668
333,98640.76185292,84419.83972673,14220.92212619
334,94536.54631362,85168.62954641,9367.91676721
335,94455.77807874,88793.71998054,5662.05809820
336,106176.85948206,98520.72519483,7656.13428723
337,90496.60126292,81342.78920582,9153.81205710
338,109043.94619877,100668.84329661,8375.10290217
339,97868.49569718,91184.85930827,6683.63638891
340,88881.67004761,78612.75828021,10268.91176740
341,99543.14975571,96451.10029880,3092.04945691
342,97035.37975116,89988.11277140,7047.26697976
343,80261.36933263,74405.67535164,5855.69398098
344,91941.95555181,76842.37382538,15099.58172643
345,90731.29414731,82758.51515056,7972.77899675
346,95573.25367066,87428.79680666,8144.45686400
347,98844.68179418,78015.66281369,20829.01898049
348,69331.66158235,63262.81290427,6068.84867808
349,108979.58860211,103360.16069155,5619.42791057
350,83296.52794447,75056.90148140,8239.62646307
351,95493.27008300,87586.57825749,7906.69182551
352,81811.31052115,68315.17874047,13496.13178068
353,90985.17733991,84166.39140161,6818.78593830
354,93366.96746468,86513.72008237,6853.24738231
355,84039.87689680,70662.48883174,13377.38806506
356,89981.80741106,81884.96615955,8096.84125150
357,90597.48532752,75532.21543991,15065.26988761
358,95782.39024328,82176.49111694,13605.89912633
359,105064.96984677,90782.94413918,14282.02570759
360,65455.34068401,61013.77718175,4441.56350225
361,89336.16507921,80817.13062617,8519.03445304
362,91243.14167947,80585.77692957,10657.36474990
363,93730.95353286,83842.81652794,9888.13700491
364,80922.28394703,75509.51279866,5412.77114836
365,84812.95452917,68984.51494159,15828.43958759
366,117221.63790903,111393.94346422,5827.69444481
367,88933.12065655,82215.29832981,6717.82232674
368,76726.13707300,69877.12596695,6849.01110605
369,87143.18641315,73779.55418548,13363.63222766
370,100067.90859048,92105.79589425,7962.11269623
371,91866.42622043,77399.80553609,14466.62068433
372,82370.67433951,76069.26553459,6301.40880492
373,101295.19039044,97722.31016119,3572.88022926
374,112525.51063481,103431.66199774,9093.84863707
375,102041.49172875,96878.14761240,5163.34411635
376,110524.55356350,101312.44478130,9212.10878220
377,93089.11615054,86467.72727873,6621.38887181
378,114277.84765581,98629.62015754,15648.22749827
379,73238.12643886,66759.11947835,6479.00696050
380,87241.52270046,78182.56600099,9058.95669948
381,88789.33085064,76978.16149555,11811.16935509
382,106796.25983807,94146.79675128,12649.46308679
383,75201.47726831,64609.10300238,10592.37426594
384,88367.92864820,85633.82992058,2734.09872762
385,82859.20694521,71845.58145757,11013.62548764
386,89061.53736715,83856.95611088,5204.58125627
387,85652.50016986,75833.00076429,9819.49940557
388,72246.45613667,67144.70840918,5101.74772749
389,110878.66493561,104926.46267032,5952.20226529
390,112550.77612390,106353.33552272,6197.44060118
391,92978.08494690,88760.81933521,4217.26561169
392,84713.29245396,71043.27577360,13670.01668036
393,77957.18554638,75728.69015883,2228.49538755
394,82854.25383049,67394.54433728,15459.70949321
395,95782.48981780,89569.91542481,6212.57439299
396,86695.40923802,83001.50215743,3693.90708059
397,106888.31098921,93886.58378562,13001.72720359
398,90145.81629546,87389.12771545,2756.68858000
399,97185.30405613,89196.16596425,7989.13809189
400,97684.97712459,87259.22248447,10425.75464013
401,99597.48352223,91089.06248300,8508.42103923
402,85925.71972188,82078.21270365,3847.50701822
403,97590.98454178,93178.12800891,4412.85653287
404,81763.99340075,76738.73695763,5025.25644311
405,98638.02406653,93829.27773115,4808.74633538
406,87132.22530320,78057.22274109,9075.00256212
407,117815.06535441,107367.96924770,10447.09610671
408,89707.42223129,79365.74809273,10341.67413856
409,97577.93330405,92371.52489669,5206.40840737
410,106267.27245628,92282.89074076,13984.38171552
411,99299.90687383,94810.11531503,4489.79155880
412,103963.61648290,85527.55940928,18436.05707362
413,101645.14938101,90300.60936739,11344.54001362
414,94932.23772713,83759.50056601,11172.73716111
415,101606.34715311,90629.17048443,10977.17666868
416,85991.14389828,82718.22874228,3272.91515600
417,93518.28531124,82021.78532829,11496.49998295
418,105391.95248364,102475.37055588,2916.58192776
419,95599.04815892,86198.85950689,9400.18865203
420,93141.68977041,81915.09576159,11226.59400882
421,88763.89786561,78360.04063585,10403.85722976
422,97957.17254358,82402.67823602,15554.49430756
423,96480.92562681,78763.24503040,17717.68059641
424,87970.14631215,81903.32749784,6066.81881431
425,103165.58803735,98988.58415697,4177.00388039
426,84689.05307547,75031.68344458,9657.36963089
427,83442.83222192,72649.24177796,10793.59044395
428,97255.69861441,92456.67901130,4799.01960312
429,77981.43951813,59648.88059367,18332.55892446
430,98726.92681497,91756.56800863,6970.35880634
431,98480.05534270,91543.64170470,6936.41363800
432,94574.21766832,91081.46095692,3492.75671140
433,99139.32565094,90750.11640282,8389.20924812
434,85981.45186457,71892.73512363,14088.71674094
435,93768.34678757,87184.01166601,6584.33512156
436,94545.61205024,84231.13685642,10314.47519383
437,107896.90897136,92032.82931581,15864.07965554
438,90839.03456548,72967.85059192,17871.18397355
439,90490.98843161,77752.03076123,12738.95767038
440,88897.30750569,81751.57995323,7145.72755247
441,93033.94505279,75783.59864411,17250.34640869
442,98806.38760403,90591.02233275,8215.36527128
443,98252.53227940,88145.70189448,10106.83038493
444,77134.92586266,68435.34533241,8699.58053025
445,85295.25671655,80089.40156589,5205.85515066
446,106078.61506901,101892.76211614,4185.85295287
447,114837.08070935,99443.48547573,15393.59523362
448,106754.04433005,100452.88548133,6301.15884872
449,89239.98969256,81744.75767208,7495.23202048
450,58877.10403912,53186.18257697,5690.92146215
451,70742.18543399,60686.80912529,10055.37630870
452,95183.16754197,84481.00440796,10702.16313401
453,84608.20276191,72402.30684470,12205.89591722
454,86063.52607952,80675.36506179,5388.16101772
455,112432.08960072,105249.09461398,7182.99498675
456,89909.49948647,84063.99276975,5845.50671672
457,89649.11347488,68137.48484553,21511.62862935
458,84718.23543610,80748.84859454,3969.38684155
459,87766.33893402,79094.69126490,8671.64766912
460,68245.23442622,65866.29621764,2378.93820858
461,73554.38928299,61266.62219025,12287.76709275
462,93220.90426014,80499.67726657,12721.22699357
463,87977.39794298,78063.12080149,9914.27714149
464,101013.57347202,76186.30321225,24827.27025978
465,97425.62851978,94077.60361191,3348.02490787
466,97316.54617407,91825.39533903,5491.15083504
467,112061.59176721,103899.71039116,8161.88137605
468,94464.45455495,76303.53098407,18160.92357088
469,114412.03730824,92466.57847634,21945.45883190
470,107359.36157319,101601.01190211,5758.34967109
471,88252.26792825,80068.79493089,8183.47299736
472,85135.83931625,75642.54717599,9493.29214026
473,117105.44185495,90594.72175897,26510.72009597
474,82541.67165087,73866.92010623,8674.75154465
475,109616.57083356,101743.09180305,7873.47903051
476,76730.79399160,69556.94494701,7173.84904459
477,78744.31494914,67437.57649700,11306.73845214
478,78477.70198899,68051.22362897,10426.47836003
479,87957.30528996,77879.25848730,10078.04680266
480,84434.78220754,76798.91759931,7635.86460824
481,93954.33580208,88911.90854317,5042.42725890
482,113635.48055966,95763.61546114,17871.86509853
483,86930.17783714,83003.91813862,3926.25969852
484,80352.93387314,68473.59211441,11879.34175873
485,93711.06082966,43856.26603436,49854.79479530
486,90484.21423827,83776.08854885,6708.12568943
487,118973.62395060,110437.18312964,8536.44082096
488,91846.94439969,81615.27303927,10231.67136042
489,88226.51921832,81450.26508991,6776.25412841
490,88216.63818016,78248.95024068,9967.68793948
491,92120.29429871,74826.68911985,17293.60517886
492,106980.59796838,97621.37026911,9359.22769927
493,105910.50652097,97635.43221506,8275.07430592
494,82592.81308906,79647.36351547,2945.44957359
495,86649.79255402,76975.51963952,9674.27291450
496,79595.35223340,69061.00198744,10534.35024596
497,88572.69459800,73728.95806035,14843.73653765
498,80013.94394031,75607.88592881,4406.05801150
499,86679.18558514,63348.11427846,23331.07130667
500,91940.17072942,86197.82997939,5742.34075003
